,작성일,작성자,내용
3784,2022-06-29,youthseoul_,청년행복프로젝트 미취업청년취업장려금 신청 6 30 오후 6시 마감 강서구 강동구 서초구 거주하는 취준생 청년들이라면 빨리 신청하자 . 3 서울청년정책 청년몽땅정보통 청년정책 취업장려금 청년지원 미취업청년 취업 취뽀 . 1541975300614959104 1
5611,2022-06-29,xmfhtm0217,여성 노동자 잉 롤대리 시킨분 아닌가 롤대리 시켜쓰믄 대리 허시분이 노동자것지 . 글거 인자와서 청년정책 지나가는 고양이가 야옹 허것네
5605,2022-06-30,mungryang,청년들 입장에서 보면 최저임금 상승이야 말로 최고의 청년 정책이다 서비스업 단순 알바 만으로도 생활비를 벌수 있다 중장년층이 되어 보면 알게 된다
5606,2022-06-30,StigmabaseA,한국말 윤대통령 청년 불평등 해소 위해 30대 장관 임명 공약해 놓고 프레시안 윤대통령 청년 불평등 해소 위해 30대 장관 임명 공약해 놓고 내가 만드는 복지국가 청년기본법 시행 2년 청년정책의 향후 과제는 . 5
5607,2022-06-30,eachj77,대전시 청년의 학교 개강 . . . . 6739 대전시 이치저널 청년의학교 청년멘토 배움 성장 진로탐색 지식 노하우 무료수강 환경 초록클래스 티칭클래스 다도 차 우리옷한복일상과 청년로컬드라마학과 카페창업학과 전통주창작학과 청년정책 학과
5608,2022-06-30,00changemylife,아 그 혹시 여가부 폐지가 청년을 위한 정책인 줄 알았다면 대가리 박으세요.. 2찍들아.
5609,2022-06-30,youngjuilbo,청년주권특위 청년정책 전달 도지사 직속 청년기구 설치 등 제안 . . . 122623
3783,2022-06-30,youthseoul_,청년행복프로젝트 청년월세지원 7 7 모집 마감 최대 200만원까지 지원해주는 서울시 청년 월세지원 사업이 마감 일주일 남았대 아직 신청 못했다면 . 3 29 6 서울청년포털 서울청년정책 청년몽땅정보통 청년정책 청년주거 서울시청년월세지원 1인가구 월세 . 1542447740344446976 1 . 1542447740344446976 1
3781,2022-07-01,muhymuhy8,3542 행정안전부도 미쳐 돌아가는중입니까 빚탕감을 이런 족속들에게 해준다는걸 구경만 하고 있습니까 청년정책 청년정책 하니까 이젠 도박에 미친년놈들 도박빚도 없던걸로 해주겠다는 윤석열정부 이거 당장 바로잡으십시오. 당장 . 8 1542839468016934917
5602,2022-07-01,poiuuiop000999,해결책도 제시도 못 하면서 말은 많음. 그래서 청년정책 비젼은 뭔데
5603,2022-07-01,kwonjw365,경기도청 청년참여기구 2기 청년위원에 최종 선정되었습니다. 앞으로 경기도 청년정책 발전에 최선을 다하겠습니다. 경기도청에 깊은 감사의 말씀을 드립니다 . 365 1542770267738423296 1
5604,2022-07-01,Kyong14_7bn,181828 우리 이재명의원님만 했던 청년정책
3782,2022-07-01,__j3lly,대전은 온통대전이 자랑인 동네였는데 저는 그거 현금 페이백 안쓰고 신카 쓰는 인간이라서 안썼구... 좀 청년 정책 은데로 가고싶은... 게다가 대전은 광역시라서 각종 충남 청년 정책은 하나도 혜택 못받았어요... 사람만 많고 일자리는 없는 대전...
5600,2022-07-02,chagun_x2,아직 한국에는 구직단념청년 이라고 쓰고 히키코모리라고 읽습니다 을 위한 정책이 없다시피 하기 때문에... 나라에서 구직단념청년을 위한 정책을 정할 때 저에게 자문을 구했으면 해서 다음은 질문 상자에 . 1157265484
5599,2022-07-02,rhhkim,함께하는 청년 시민들이 참여하는 청년 정책 좋네요 응원합니다
5601,2022-07-02,Organic100,017 청년만 힘듭니까 중년은 안힘듭니까 안진걸 통계 자료에 의하면 현재 청년층보다 경제적으로 더 취약한게 중년 노년층 입니다. 이런 현실은 알고 청년청년 하는건지 쟤가 오히려 청년정책에 암세포 같아요. 왜 내 응석에 귀 기울이지 않아 신경질 나니까 또 민주당 욕할꺼야 내일 신문에 나오게
5596,2022-07-03,CICLO_leather,절대 놓치면 안되는 세대들의 국가 청년정책 혜택과 지원 정리. . . 2 85 84 98 9 83 9
5597,2022-07-03,shlee8717,박지현님은 민생을 좀더 공부했음 합니다. 청년정치란 청년이 하는정치가 아닌 청년을 위한 정책을 마련하는 정치가 되야 할 것입니다.
5598,2022-07-03,CICLO_leather,놓치면 안되는 세대들의 국가 청년정책의 혜택 정리. . . 788
5595,2022-07-03,CICLO_leather,절대 놓치면 안되는 세대들의 국가 청년정책 혜택과 지원 정리. . . 789
3780,2022-07-04,youthseoul_,청년행복프로젝트 숏폼으로 정책 제안하면 1000만원의 혜택이 서울청년정책콘테스트 내가청년서울시장이다 가 7 11부터 접수 시작이래 자세한 내용은 아래 링크에서 확인하자 2022 . 서울청년정책 청년몽땅정보통 청년정책 콘테스트 숏폼 숏폼콘테스트 . 1543776288254541827 1
3779,2022-07-04,youthseoul_,청년행복프로젝트 청년 전세보증금반환보증 사업 7월 접수 시작 청년 전세보증금 반환보증 보증료 지원 사업 이 7월 31일까지 신청 가능하대 아래 링크에서 빨리 신청하자 . 3 8 서울청년포털 서울청년정책 청년몽땅정보통 청년정책 청년지원 청년복지 . 1543864376804851712 1
5587,2022-07-04,Golosseum,20 제발 젠더 갈등 조장 좀 그만하세요 여기서 여성이 왜 나옵니까 출전 금지 된 본인이 여성일 뿐 아무런 연관이 없어요. 본인의 청년 정책 뭡니까 서민을 위하는 정책을 말해보세요 그냥 위하겠습니다. 빼고 본인의 어떤 정책이 있습니까 조중동은 또 보기좋게 써내려 갑니다. 철 좀 들어요.
5594,2022-07-04,qedxjol,청년정책 바로 없애버리네. 청년으로서 문정부에서 여러혜택봤었는데 이제 그것도 끝이구나. 윤 뽑은 놈들아. 속 시원하냐
5593,2022-07-04,hih9616,2022 청년내일저축계좌 신청기간 신청방법 조건 공무원 알바 대학생 9616. . 83 청년내일저축계좌 청년내일저축계좌신청기간 청년내일저축계좌신청방법 청년내일저축계좌조건 알바 공무원 대학생 청년정책 저소득층 예금 예금추천
5592,2022-07-04,poiuuiop000999,77777 청년 정책보다 중앙위 출마 목표로 모여진 모임이래요. 그래서 비판세가 강한 듯.
5591,2022-07-04,prettydike100,정한도는 펨코충의 화신이니까.. 청년정치는 레펨 펨코충 밖에없다 병신들 빨리 둘다 손절하자. 청년정책은 하지만 병신들은 빨리 손절 좀 . 100 1543796423971336192 1
5590,2022-07-04,yangsancity,22년 경남 청년구직활동수당 지원사업 드림카드 참여자를 모집합니다 지금 바로 경남바로서비스 . . . 에서 신청해보세요 문 의 경남경제진흥원 드림카드 사업팀 1600 0949 경남청년구직활동수당 드림카드 경남청년정책 . 1543854305194561536 1
5589,2022-07-04,XRQ2GqqS4a3aah5,서울시 59초 영상 청년정책 콘테스트 우수 아이디어는 . . 6 222799813446
5588,2022-07-04,hanjeoungae_na,강서구 청년정책 네트워크 발대식 지난 토요일 강서오랑에서 열린 강서구청년정책네트워크 이하 강청넷 발대식에 함께했습니다. 강청넷은 청년이 스스로 의제를 발굴하고 개선방안을 모색하여 정책으로 제안하는 활동입니다. 청년들의 목소리에 늘 귀 기울이며 필요한 지원을 아끼지 않겠습니다. . 1543872732366258176 1 . 1543872732366258176 1 . 1543872732366258176 1 . 1543872732366258176 1
5586,2022-07-05,jhyeon266,청년정책고민상담소 모아둔 돈이 얼마 없는데 창업해도 괜찮을까요 출처 청년정책 네이버 포스트 . 6
5585,2022-07-05,eachj77,부산 청년의 삶 패널조사 추진 . . . . 6783 부산시 이치저널 부산청년의삶 청년패널 청년패널조사 다시태어나도살고싶은도시부산 노동 경제활동 주거및이동 문화및여가 건강및삶의질 가치관 청년정책 사회통합 개인특성
5584,2022-07-05,keemcheesepie,필즈상 수상자 발표 볼 때마다 40세 미만인 거 뭔가 정부 청년정책 나이 설정해놓은 거 같아서 께림칙함 왜 그렇게 정해놨는지 대충 듣기는 했지만 이번 수상자도 딱 39세던데
5578,2022-07-06,I_MGUSDK,아 나도 서울 집 구한 다음에 전재산 비트코인에 꼴아박을걸 그랬다 시발 3년만 일하면 나라가 1억이든 10억이든 돈 대주는데 개 쌉이득이지 사회적 약자 계층 저소득층 청년을 위한 정책은 돈 빼고 이런곳에 세금 충당해주는데 지금이라도 가서 탕진해야 맞는거 아니겠음
5577,2022-07-06,honyadepth,청년정책중에 운동관련 지원 있으면 좋겠다 체육수업좀시켜주시죠
5580,2022-07-06,0319099000,고양특례시 청년희망레터 2022. 7월 1 청년이라면 꼭 알고 있어야 하는 정보 고양특례시 청년희망레터 7월 1 안내드립니다. 2022년 7월에 진행되는 다양한 청년정책을 한 눈에 확인하시기 바랍니다. 출처 고양시청 새소식 . 0319099000 1544538943471112192 1
5579,2022-07-06,dailypop6603,팝콘뉴스 청년소식통 전북 청년정책 소통학교 오는 8일 운영 외 . . 31881
5581,2022-07-06,allcon_tests,서울특별시 청년 정책 아이디어 숏폼 콘테스트 공모전 서울특별시가 주최하고 주관하는 2022 서울 청년정책 콘테스트 소식이에요 심사기준 꼼꼼하게 확인하고 도전해 보자고요 . . . 482049 . 1544491995606831105 1
5582,2022-07-06,gimsang25774507,서울시 59초 영상 청년정책 콘테스트 우수 아이디어는 시 정책으로 . . 84 9 9 8 8 9 59 4 88 98 81 83 81 2 85 84 0 95 1 85 98 85 8 8 4 8 8 2 80 6 9 0 88 98 95 84 9 4 94 94 96 4 8 94 8 9 0 95 1 85 9 1 9
5575,2022-07-07,hanyurimacc20,2찍남들아 여성만 대우해주는 세상이 싫어 굥정한 사회 만들겠다고 뽑은 굥의 행태를 보아라... 너희는 어차피 굥정의 대상도 아닌 쓰고 버려진 패들이여... 아이 근데 내가 누릴 청년 정책도 같이 없어지네
5576,2022-07-07,sann_tenn,2뽑은 권위주의적인 측면이 있어서 2번 뽑은 것 같음. 그래서 청년정책이나 소수자 정책에는 매우 보수적이고 권력자가 그 주변을 챙기는건 당연하다고 생각할듯.. 그들의 공정의 정의 권력자가 특혜를 받는건 당연하다. 따라서 저기에 태클걸일도 없음. 진보의 공정과는 다른 공정임.
3778,2022-07-08,DokytheLazy,4050은 딱히 청년정책이랄 것도 없는 시절 자라나서 더 그렇긴 한데 한번 더 생각하면 노인정책 청년정책이 4050이 부양해야할 직계존비속에 적용되니까 부담이 그만큼 줄긴 하고요. 노인층은 안 찍지만 결과적으로 4050의 부양부담은 조금이나마 덜어주는.
5572,2022-07-08,bluemingbibiana,1년 전에 올린 글 나 판교 살때는 행복했는데. 그때 이재명 지사님이 성남시장이었고.... 청년정책도 좋았고 탄천으로 걸어서 출근하시는 지사님한테 인사하면 엄청 반겨주셨고... 그런데 서울 와서 오세훈이라는 똥을 쳐맞고있네 인생... ... 4년 더 똥을 쳐맞아야 할 줄 몰랐지 . 1545234895684845568 1
5573,2022-07-08,neofn,윤석열 청년 갈라치기 몰두... 청년들 현재 알고나 있나 윤석열 대자보 청년정책 신나리 기자 . 1 본질은 변하지 않는다
5574,2022-07-08,Nocti_lait,7월 11일 8월 31일 약 2달 동안 서울시 청년정책 종합 플랫폼인 청년몽땅정보통 에서 신청할 수 있다. 삼성페이 티머니 사용자는 티머니 신청하기 에서 일반 체크 신용카드 사용자는 후불교통카드 신청하기 에서 신청할 수 있다. . 1545196449201135616 1
3600,2022-07-08,youthseoul_,2022 서울청년정책콘테스트 내가 청년 서울시장이다 청년정책 다 똑같은 거 아니야 아니다. 서울시는 다르다. 그래서 내가 제안한다. 서울시 청년정책 청년들의 많은 참여를 기다린다 2022 . 청년행복프로젝트 서울청년정책 숏폼콘테스트 숏폼 영상공모전 . 1545314744323559424 1
3777,2022-07-08,Korea_land,국토교통부와 함께 청년정책을 디자인할 전문가를 찾습니다 국토교통부 청년정책과 정책디자인분야 일반임기제공무원 행정주사보 행정서기 을 채용합니다. 자세한 사항은 국토교통부 홈페이지 또는 나라일터 채용공고문을 참고하여 주시기 바랍니다. 많은 관심 부탁드리겠습니다. . 1545272947577081857 1
5570,2022-07-09,ds5hsg,울산시 시청년센터 청년의 목소리가 담긴 청년정책 적극 추진 . . . 06 222805198572
5571,2022-07-09,8sbPqkGp89rs8hx,울산시 청년의 목소리가 담긴 청년정책 적극 추진 시사인 투데이 . . 2452917
5569,2022-07-10,loveishancheol,눈 감고도 그 호텔의 주소를 외우고 찾아갈 수 있을만큼 익숙해졌을 때 눈을 떠보면 자신은 비서관을 넘어 그 선거 캠프에 청년정책을 담당하는 자리에 서있고 중책을 담당하는 사람으로 변했지. 옷 브랜드도 구두 브랜드도 바뀌고. 그리고 무엇보다 그 손에 들려있던 라이터가 자기 손에도 들려있었어
5568,2022-07-11,jesusokm7,대전 중구 청년네트워크 회원 모집 대전 중구는 청년의 구정 참여를 확대하고 청년의 의견이 반영된 실효성 있는 청년정책 발굴 추진을 위해 중구 청년네트워크 를 구성한다고 밝혔다. 신청 자격은 11일 현재 만18세에서 39세 이하 청년으 .
3774,2022-07-11,youthseoul_,01 청년정책 콘테스트 숏폼접수 이벤트 59초 이내 숏폼 영상 촬영하기 청년정책 콘테스트 신청 접수하기 이벤트 상품 아이패드 프로 1명 갤럭시 워치 2명 리더기 3명 아메리카노 기프티콘 선착순 300명 당첨자 발표 홈페이지 공지사항을 통해 발표 1주일 이내
5561,2022-07-11,TVChosunNews,청년들이 정책을 제안하는 서울시 2022 서울 청년정책 콘테스트 내가 청년 서울시장이다 아이디어 출품작 접수가 오늘 11일 부터 22일까지 3주 동안 진행된다. . . 2022 07 11 2022071190084.
5562,2022-07-11,youthseoul_,청년정책콘테스트 접수 공유 이벤트 내가 제안하는 서울청년정책 서울청년정책콘테스트 숏폼 접수 소문내고 푸짐한 선물 받자 02 콘테스트 예고 영상 . 7 3 카드뉴스 . 3 참여 링크 . 3 . 1546356426452324352 1
5563,2022-07-11,youthseoul_,02 청년정책 콘테스트 소문내기 이벤트 청년행복프로젝트 유튜브 구독하기 내가 청년 서울시장이다 영상 좋아요 누르기 예고 영상 및 카드뉴스 공유하기 설문지 제출하기 . 3 이벤트 상품 아이스크림 기프티콘 40명 당첨자 발표 2022.07.28
3775,2022-07-11,withbupyeong,청년다움 참여자 모집 더 나은 청년의 삶을 고민하며 청년정책의 발굴과 제안에 참여할 청년 네트워크 청년다움 참여자를 모집합니다 자세히 보기 . 3 8 4 부평 부평구 부평구청 공감부평 청년다움 청년정책 청년 신청 일자리창출 청년활동 청년네트워크 . 1546325601782403078 1
5565,2022-07-11,jung_hyun_shin,경기도 학자금 대출 이자 지원사업은 제가 의정활동을 하면서 가장 신경 쓴 청년정책입니다. 국가에 필요한 인재를 키우자면서 졸업과 동시에 학자금 대출로 빚쟁이에 신용불량자가 되는 일은 없어야 했으니까요. 대학생 이자지원 기간을 4년에서 8년으로 대학원생은 2년에서 4년으로 확대했습니다. . 1546318257434787840 1
5566,2022-07-11,alwaysb19,김포시 2022년 청년정책 영상 및 청년성장스토리 공모전 개최 보도뉴스 . . 335967
5567,2022-07-11,TVChosunNews,청년들이 정책을 제안하는 서울시 2022 서울 청년정책 콘테스트 참가 접수가 오늘부터 시작됩니다. . . 2022 07 11 2022071190041.
5564,2022-07-11,youthseoul_,청년정책콘테스트 접수 공유 이벤트 내가 제안하는 서울 청년정책 서울청년정책콘테스트 숏폼 접수 소문내고 공유하고 푸짐한 선물 받자 이벤트 기간 2022.07.11 2022.07.22 청년행복프로젝트 접수이벤트 선착순이벤트 이벤트 공유이벤트 . 1546345336280457218 1
3776,2022-07-11,youthseoul_,청년행복프로젝트 내가 바라는 정책 숏폼 으로 제안할래 2022 서울청년정책콘테스트 내가 청년 서울시장이다 가 오늘부터 접수 시작이래 다들 청년 서울시장 이 되어보자구 2022 . 서울청년정책 청년몽땅정보통 청년정책 콘테스트 숏츠 릴스 숏폼콘테스트 . 1546296234704482304 1
3767,2022-07-12,youthseoul_,청년행복프로젝트 대중교통비 지원 후불교통카드 까지 가능하다고 청년대중교통비지원 사업이 2차 모집을 시작했대 이제 신용카드 체크카드 도 신청 가능해 지금 바로 신청하러 가자 . 3 11 서울청년정책 청년몽땅정보통 청년정책 교통비 교통비지원 . 1546729153235275777 1
3773,2022-07-12,leesoo1001,함께 이야기하는 청년정책의 방향 2022 관악구 청년정책 토론회 개최 2. 20
3772,2022-07-12,KimJeongRok1,서울특별시 관악구 2022 관악구 청년정책 토론회 개최 관악구 청년정책을 소개하고 정책 방향에 대한 소통의 장 마련 한국뉴스티브이 김준리 기자 기사보기 . . . 9964 1 . 1 1546666376047124480 1
3771,2022-07-12,taekwondokorea3,서울특별시 관악구 2022 관악구 청년정책 토론회 개최 관악구 청년정책을 소개하고 정책 방향에 대한 소통의 장 마련 한국뉴스티브이 김준리 기자 기사보기 . . . 9964 1 . 3 1546666630549159936 1
3770,2022-07-12,taekwondokorea9,서울특별시 관악구 2022 관악구 청년정책 토론회 개최 관악구 청년정책을 소개하고 정책 방향에 대한 소통의 장 마련 한국뉴스티브이 김준리 기자 기사보기 . . . 9964 1 . 9 1546666681220870145 1
3769,2022-07-12,RokNewsTimes,서울특별시 관악구 2022 관악구 청년정책 토론회 개최 관악구 청년정책을 소개하고 정책 방향에 대한 소통의 장 마련 한국뉴스티브이 김준리 기자 기사보기 . . . 9964 1 . 1546666788611448833 1
3768,2022-07-12,roknewstv,서울특별시 관악구 2022 관악구 청년정책 토론회 개최 관악구 청년정책을 소개하고 정책 방향에 대한 소통의 장 마련 한국뉴스티브이 김준리 기자 기사보기 . . . 9964 1 . 1546666873680703488 1
3572,2022-07-12,jesusokm7,함께 이야기하는 청년정책의 방향 2022 관악구 청년정책 토론회 개최 관악구가 오는 13일 수 오후 7시 30분 청년의 시각에서 청년 정책의 활로를 모색하는 2022 관악구 청년정책 토론회 를 개최한다.구는 관악 청년네트워크 와 함께 관악구 청년정책이 나아갈 정책의 방 .
5560,2022-07-12,minhyuk8748,솔직히 이런거 보기싫어요 왜 꼭 청년여성만을 위한건가요 청년남성은 왜 본인부터 성차별 하면서 어느한쪽만을 위한 대변인이 되어주려합니까 남성은 대한민국 청년 아닙니까 남여 여남 모두의 청년정책을 위해 힘써주시면 감사하겠습니다
5555,2022-07-12,ganghwa_kickdol,젊어진 제주도의회 청년정책 관심 가져달라 폭주 . 3
5556,2022-07-12,hyechulson,천안시 충남 청년정책 우수시군 평가 1위 달성 . . . 523502 . 1546775319989743616 1
5557,2022-07-12,Mylife_KTV,정책백과사전 27화 청년이라면 모두 주목 청년을 위한 정책 백과사전 시간이 찾아왔습니다 퀴즈 나갑니다 청년을 위한 청년특별대책 제도로 매월 10만 원씩 3년 동안 저축하면 정부 지원금을 더해 2배로 돌려주는 통장의 이름은 . 1546726104630796288 1
5558,2022-07-12,alwaysb19,천안시 충남 청년정책 우수시군 평가 1위 달성 보도뉴스 . . 336452
5559,2022-07-12,jesusokm7,제주특별자치도의회 한권 의원 첫 업무보고 면밀한 정책 분석과 제안으로 눈길 끌어 제주특별자치도의회 행정자치위원회 한권 의원 일도1동 이도1동 건입동 더불어민주당 은 제407회 임시회 기획조정실 대상 주요업무보고 회의에서 청년정책 및 공기관대행사업과 관련한 . 5
3765,2022-07-13,youthseoul_,청년행복프로젝트 미래유망기업 에서 5개월간 임금 받고 일할 수 있는 기회가 미래청년일자리 사업이 2차 참여자를 모집한대 1차 신청 기간 놓쳤다면 지금 바로 신청하자 . 3 2 3 서울청년정책 청년몽땅정보통 청년정책 청년일자리 청년취업 취준생 . 1547123052076355584 1
3766,2022-07-13,comgosuya,경상북도는 13일 도청 회의실에서 이달희 경제부지사 청년정책 추진 부서장 등 20여명이 참석한 가운데 청년정책추진단 상반기 점검회의를 개최했다. 2022 청년정책 시행계획 추진상황 점검 사진 경북도 경북 청년정책추진단 은 경제부지사를 . . . 6686
5551,2022-07-13,baguseog10,천안시 충남 청년정책 우수시군 평가 1위 달성 . . 42702
5553,2022-07-13,khs1029ha,정치 젊어진 제주도의회 청년정책 관심 가져달라 폭주 260 . . . 2022071217374341762 576 8 74 2022071217374341762 220601 8 74
5554,2022-07-13,oliveinfoseah,정치 젊어진 제주도의회 청년정책 관심 가져달라 폭주 253 . . . 2022071217374341762 576 7 43 2022071217374341762 220326 7 43 141
5550,2022-07-13,du3882,다경뉴스 경북도 2022 청년정책 순항 중 . . 238163
3764,2022-07-14,hiphd4u,청년들이 바라는 서울 청년정책 아이디어를 시정에 반영하기 위한 2022 서울 청년 정책 콘테스트 가 7월 22일까지 참가자를 모집하고 있습니다. 서울 청년정책에 관심있는 여러분의 많은 참여 바랍니다. . 4 1547443930631139328 1
5549,2022-07-14,partrascheu,젊어진 제주도의회 청년정책 관심 가져달라 폭주 . . . 2022071217374341762 576 8 66 2022071217374341762 220316 8 66 8 8
5548,2022-07-14,hotdealenjoy,젊어진 제주도의회 청년정책 관심 가져달라 폭주 . . . 2022071217374341762 576 8 66 2022071217374341762 220316 8 66 3
5541,2022-07-14,OhmyNews_Korea,김동연 청년에 더 많고 고른 기회 주는 게 인구문제 해결책 경기도 청년정책 인구절벽 김동연 . 1 박정훈 기자
5542,2022-07-14,youthseoul_,청년정책콘테스트 상금이 무려 천만원이라고 세대 가상인간 와이티 가 청년정책콘테스트를 알려준대 접수 기간은 7월 22일까지 콘테스트 접수는 2022 . 내가청년서울시장이다 청년서울시장 청년행복프로젝트 청년정책 청년몽땅정보통 숏츠 숏폼 . 1547500062502055937 1
5544,2022-07-14,sunflowerrrr778,젊어진 제주도의회 청년정책 관심 가져달라 폭주 . . . 2022071217374341762 576 8 66 2022071217374341762 220316 8 66
5546,2022-07-14,perfectcrosss,젊어진 제주도의회 청년정책 관심 가져달라 폭주 . . . 2022071217374341762 576 8 66 2022071217374341762 220316 8 66 84 4
5547,2022-07-14,speednewsss,젊어진 제주도의회 청년정책 관심 가져달라 폭주 . . . 2022071217374341762 576 8 66 2022071217374341762 220316 8 66 53 5
5537,2022-07-15,_mint_flavored,청년정책 수억짜리 자잘한 것도 다 아깝다고 자른 놈들이 나랏돈으로 도박빚 탕감 영끌빚 이자 대납 수십 수백조를 해주겠다며 실상은 은행 주머니에 돈 꽂아주겠다는 소리인데 갑자기 청년에게 기회를 주는 정책운운함 뭐 나이 제한같은거 둘것도 아니면서 가증스럽게 청년을 팔아먹음 너무 징그러움
5538,2022-07-15,dongchara,법인세 종부세 양도세 등 부자감세로 떨어진 지지율 만회해보려고 내놓은 청년정책인데 성실하게 빚을 갚아나가는 청년들과 서민들이 절망하고 있습니다. 난 죽어라 빚 갚는데 세금으로 대출원금 최대 90 탕감 논란 가열 매일경제 . . . 2022 07 624568
5539,2022-07-15,jwapagaettalga1,시팔 진짜 언론도 다 윤통 못 잡아먹어서 안달났네 이준석 쉴드에 이준석 기사만 주구장창 나옴 시발 하 이새끼 잣같은 면상 그만 좀 보고싶다고 대통령 공격하는 새끼가 무슨 청년 대표한다고 지랄 나도 청년인데 이준석이 청년정책 얘기한 거 한번도 못봤다
5540,2022-07-15,Do0_nolife,처음에는 노란장판에 던져놔도 청년정책 다 가입해서 악바리로 살아남을 것 같았는데 오늘 보니 제법 노란장판 서사에 어울리는 듯.. 제법 굴리고 싶은.. 아휴 내가 또..
3763,2022-07-15,yesCNU,모집공고 청년정책 청년정책을 함께 만들어갈 청정서포터즈 1기 모집 7 20 . . . . 5 2 49123
5536,2022-07-16,yodyeongK,청년 정책을 찾아보다 우연히 온라인 청년 고민상담소를 보게 되었는데 나에게 상처가 되는 말을 남기는 페이지에 가장 많이 남겨진 글이 노력에 대한 글임. 진짜 내 주변에 다 열심히 사는데 사회는 더 과한 열정과 노력을 원하는 것 같음. 그래서 인정도 못받고 다들 번아웃와서 우울증 걸리고.
5535,2022-07-16,06x3dI7wB9IRZOR,7월 18일부터 청년내일저축계좌 무조건 신청하세요 3년동안 일정하게 저축하면 최대 지원금 1080만원까지 지원 합니다 청년내일저축계좌 청년저축계좌 청년정책 청년지원
5529,2022-07-17,ganghwa_kickdol,뉴스 정부 첫 청년 삶 실태조사 개시 청년정책에 반영 . 1 4
5532,2022-07-17,bagjin98802688,정부 첫 청년 삶 실태조사 개시 청년정책에 반영 . . . 2022071714194284620 214 3 82 2022071714194284620 210927 3 82
5531,2022-07-17,world_koreanews,경제 정부 첫 청년 삶 실태조사 개시 청년정책에 반영 11672 543387 . .
5530,2022-07-17,newspickforyou,경제 정부 첫 청년 삶 실태조사 개시 청년정책에 반영 ... 207 . . . 2022071714194284620 214 7 43 2022071714194284620 220326 7 43 114
5528,2022-07-17,duli17204207,정부 첫 청년 삶 실태조사 개시 청년정책에 반영 . . . 2022071714194284620 214 1 07 2022071714194284620 220627 1 07
5527,2022-07-17,19830805sy,. . 정부 첫 청년 삶 실태조사 개시 청년정책에 반영
5516,2022-07-18,chamchiricea,정부 첫 청년 삶 실태조사 개시 청년정책에 반영 . . . 2022071714194284620 214 8 66 2022071714194284620 220316 8 66
5525,2022-07-18,sunflowerrrr778,정부 첫 청년 삶 실태조사 개시 청년정책에 반영 . . . 2022071714194284620 214 8 66 2022071714194284620 220316 8 66 0 7 0
5524,2022-07-18,sweetmangouuu,정부 첫 청년 삶 실태조사 개시 청년정책에 반영 . . . 2022071714194284620 214 8 66 2022071714194284620 220316 8 66 67
5523,2022-07-18,usanghyang3,정부 첫 청년 삶 실태조사 개시 청년정책에 반영 . . . 2022071714194284620 214 8 66 2022071714194284620 220316 8 66 80 2
5522,2022-07-18,partrascheu,정부 첫 청년 삶 실태조사 개시 청년정책에 반영 . . . 2022071714194284620 214 8 66 2022071714194284620 220316 8 66 61
5521,2022-07-18,hotdealenjoy,정부 첫 청년 삶 실태조사 개시 청년정책에 반영 . . . 2022071714194284620 214 8 66 2022071714194284620 220316 8 66 9
5508,2022-07-18,_mint_flavored,이재명 공약이었고 경기도에서 실제로 했던 청년기본소득 19 29세 연간 100만원 지급 예산 연 7조 안철수 공약은 19 34세 연간 50만원 지급이었다는데 연 10조 125조면 우리가 태어나서 이 나라에서 들어본 모든 포퓰리즘 청년정책 싹 다 해도 다 못쓸 돈임 어디 청년을 팔아먹어
5509,2022-07-18,_mint_flavored,표 받아놓고 당선되자마자 돈없다고 폐기한 즈그 몇 안되는 청년 정책 이었던 병사 월급 200만원 공약 연 5조 1천억
5511,2022-07-18,partrascheu,정부 첫 청년 삶 실태조사 개시 청년정책에 반영 . . . 2022071714194284620 214 8 66 2022071714194284620 220316 8 66 0
5512,2022-07-18,sweetmangouuu,정부 첫 청년 삶 실태조사 개시 청년정책에 반영 . . . 2022071714194284620 214 8 66 2022071714194284620 220316 8 66 1
5513,2022-07-18,sunflowerrrr778,정부 첫 청년 삶 실태조사 개시 청년정책에 반영 . . . 2022071714194284620 214 8 66 2022071714194284620 220316 8 66 6
5514,2022-07-18,KVadosUR29LMMAf,정부 첫 청년 삶 실태조사 개시 청년정책에 반영 . . . 2022071714194284620 214 8 66 2022071714194284620 220316 8 66 7
5515,2022-07-18,kogikogiyob,정부 첫 청년 삶 실태조사 개시 청년정책에 반영 . . . 2022071714194284620 214 8 66 2022071714194284620 220316 8 66 4
5519,2022-07-18,usanghyang3,정부 첫 청년 삶 실태조사 개시 청년정책에 반영 . . . 2022071714194284620 214 8 66 2022071714194284620 220316 8 66 02
3762,2022-07-19,youthseoul_,청년행복프로젝트 서울시 가 학자금대출이자 를 지원한다 대학생학자금대출이자지원 사업이 신청자를 모집 중이래 신청 기간은 9월 15일까지 . 3 서울청년정책 청년몽땅정보통 청년정책 한국장학재단 학자금대출 학자금대출이자지원 학자금지원 . 1549308781040766976 1
5506,2022-07-19,soriggun21,지금 시행되고있는 청년정책이 전부 약 5년간의 문정부에서 나온 것 청년주택 청년창업지원 내일채움 취업장려금 청년희망적금 등등 문정부 5년간 공정을부르짖으며 철딱서니없이 개지랄떨던것들 니들이 얼마나 빼곡히 촘촘히 지원받으며 살았고 지금도 받고있는지 금붕어지능보다 높으면 좀 알아라 . 21 1549069605703888896 1
5502,2022-07-19,leesoo1001,영등포 청년정책 영 청 넷이 만든다 청년 네트워크 발대식 개최 2. 2
