,작성일,작성자,내용
17632,2023-05-04,mminsnail,정작 피해자들에게는 피해자 요건 전부 못갖춘 사람은 전세사기 피해자 아니다 일반적인 보증금 미반환은 못도와준다 이런 말들만 반복하기 바쁜 원희룡 장관. 당신이 지키고 있는 사람들은 누굽니까
17633,2023-05-04,GGGulDdy,전세 사기를 애초에 정부에서 손을 댄 것 자체가 문제임. 정부는 제도적 문제를 찾아서 고쳐야지 범죄 피해자들을 도와줄 의무는 없잖아. 온갖 범죄 피해자들 전부 정부가 지원하고 도와줄래 말도 안되는 소리야 진짜.
17634,2023-05-04,hoon_bub,원희룡 집 찾아간 전세사기 피해자들 우리 집 감옥 무덤 됐다 출처 노컷뉴스 네이버 뉴스 . 5 양산으로 가세요
17678,2023-05-04,YoungtaiPark1,대한민국 국정원은 그동안 무엇을 하고 월급을 챙겼는가 전세사기의 비리 천국을 만들어 놓고 계속 더불어민주당 공화국 을 만들겠다고 난리이고 헌법재판소 까지 다 차지 하고서 제대로 법이나 군이나 행정 어느 분야가 비리가 없는것이 없었으니 이는 사법의 부재요 공무원들 부재 국가였다
17606,2023-05-04,maumk007,서울시 전월세종합지원센터 챗봇 서비스 로 전세사기 상담 지원 . . . 1425
17605,2023-05-04,icetel,전세사기 사건이 수사가 안되는 이유 . 1 7
17604,2023-05-04,plainbeauty_kr,전세사기 피해를 입은 사례 경험담과 함께하는 대처법 . . 0 84 84 8 82 8 0 94 95 4 5 9 85 9 80 82 1 80 2 97 98 8 4 3 95 8 98 95 98 8 94 8 80 2 98 2 95
17574,2023-05-04,yoplaut,전세사기 깡통전세란 무엇인가요 빌라왕 . 0
17576,2023-05-04,kny2588,사기당해놓고 정부 탓이란다 전세사기를 당한것들이 원희룡장관에게 책임을 묻겠다고 수학여행가다 죽은것도 정부 탓 정체불명 축제를 즐기다 디져도 정부탓으로 돌리는 것들인데... 원희룡장관마저 오세훈이가 된다면 윤석열정권은 끝이다 지켜보겠다 그나저나 내 부채는 언제 탕감시켜줄껴
17577,2023-05-04,listen_smart_,듣똑라 전세사기 피해 규모가 심상치 않습니다. 연일 전세보증금 미반환 사태가 발생하자 정부는 긴급 대책까지 발표했는데요. 조선시대부터 100년넘게 존재하던 전세 가 갑자기 왜 이렇게 됐을까요 그 근간부터 현재 상황까지 짚어봤습니다. . 3 . 1654071313626193921 1
17579,2023-05-04,wagurano,범죄로 얻은 이익을 되찾는 법은 따로 만들어야 하나 전세사기
17580,2023-05-04,rororo_meow,진짜 전세사기 당한 사람들의 울분을 개무시하는 말투와 팁 이랍시고 별로 팁도아님 보니까 개빡쳐죽겠음
17582,2023-05-04,rororo_meow,보증금 못받았는데 집주인 바뀌거나 경매에 부치게 되면 걍 .. 요즘 난리인 전세사기 되는거임.. 그니까 님들도 전세반환보증을 꼭 드세요.. 10만원도 안되는 돈으로 내 보증금을 그나마 지킬 수 있는 수단임..
17583,2023-05-04,rororo_meow,전세사기 당한 사람들도 등차권같은걸 안알아봤겠음 애초에 집주인한테 넘어간 돈 자체에 묶인건데.. 이 팁은 전세금이 대출없이 온전히 본인돈 100 일때나 해당되는팁입니다 대출받은 보증금에 저렇게 하면 이사나가는집 대출까지 포함해서 이자 2배임
17584,2023-05-04,SoyCrabDefense,전세사기가 신드롬처럼 일어나고 있는데 정책적인 움직임이 자유시장경제에 혼선을 준다면 법령의 도의적 확대해석 수준의 조정을 해보는건 어떨까 하는 생각
17585,2023-05-04,dooboomin,전 국민적 고통인 전세 사기에 걸린 특진이 30명 보이스피싱 단속에는 25명 걸었는데 건설노조를 때려잡는 데 경찰 특진 50명을 내걸었다
17587,2023-05-04,WsKa9w,문재인 추미애가 없애 버린 증권범죄합동수사단 라임사태등등 검수완박짓거리 전세사기 손도 안되고 쳐 쌓아놓은 문재인 증권범죄 국민 피해가 끔찍한데도 대책없었던 문재인 테라 루나 증권범죄 . 9 1654056781893767169 1
17588,2023-05-04,a_gi_shangho,마즈 가계약 하고 다음날에 은평구 전세사기 기사 뜸 근데 애초에 반전세로 나오는 집도 꽤 많어 오피면 관리비도 빡세긴할듯 어케든 전세로 가는게 낫긴하지 요즘 금리 그래도 쫨 내력을껄 이자나 월세나 거의 비슷하면 차라리 전세를 추천쓰
17589,2023-05-04,a_gi_shangho,아 대출 나오는거 어렵구먼.. 그러면 걍 맘편히 월세로가는것도 나쁘지않것어 그러나 월세는 너무 버리는돈이긴함. 그렇지만 요즘 전세사기가 난리기도하고 아님 반전세라도
17591,2023-05-04,Korea_land,찾아가는 전세피해지원 서비스 이동형 상담버스 행정복지센터 내 상담부스 자택방문으로 찾아갑니다. 한 분도 전세 피해지원 서비스에서 소외되는 일이 없도록 적극 지원하겠습니다. 전세사기 피해 관련 심리상담은 1670 5724로 전화주세요 전세피해지원 상담버스 상담부스 자택방문 . 1654050353128837121 1 . 1654050353128837121 1 . 1654050353128837121 1 . 1654050353128837121 1
17592,2023-05-04,entusojos__,주택 여러채 무자본 갭투자 는 전세사기 특별법 적용될듯 . . . 20230504111000003
17593,2023-05-04,Korea_land,찾아가는 전세피해지원 서비스 이동형 상담버스 행정복지센터 내 상담부스 자택방문으로 찾아갑니다. 한 분도 전세 피해지원 서비스에서 소외되는 일이 없도록 적극 지원하겠습니다. 전세사기 피해 관련 심리상담은 1670 4724로 전화주세요 전세피해지원 상담버스 상담부스 자택방문 . 1654048884388433921 1 . 1654048884388433921 1 . 1654048884388433921 1 . 1654048884388433921 1
17594,2023-05-04,English_Eo_RH,님이 전세사기 어쩌고 저쩌고 하셔서 뭐하시는 분인가 했더니 휴 아니구나 그냥 우리 리다님 놀아주신 착한 아이도루님이셨어 먼저 말까지 걸어주시다니...
17595,2023-05-04,jinopen75,전세 사기나 빌라왕..부동산 기득권 버티고 있으면 형식적 조사가 되겠지
17596,2023-05-04,mcfosnd4441,정가소식 정의당 대전시당 전세사기 피해 접수 .
17597,2023-05-04,baggwan28720338,수입자동차 투자 및 전세사기를 미끼로 사기치는사람 입니다 미국 에서 사업을 한다고 소개 후 돈만 가로채고 잠적합니다 신원미상이고 수배중이나 수사지연으로 피해가 늘지않도록 공유 및 주의바랍니다 애견 사기 서울 사기꾼 전세사기당해서친구집에서 투자사기 노래 강아지 . 28720338 1654032157332078594 1
17598,2023-05-04,copperdie,요즘 난리가 난 전세 사기에 분노하면서 정치적 이익을 취하려 임대아파트는 손해라 안 짓는다 는 사기꾼을 약자의 수호자인 양 여론몰이하는 계정들 보면 한심하고 기가 막힐 뿐이지. 청년이나 사회적 약자들이 공공임대 들어갔으면 사기당할 돈을 알뜰하게 모을 수 있었어.
17599,2023-05-04,nhj4710_soro,요즘 유튜브로 토막뉴스보는데 전세사기 모아놓은 동영상 하나가 끝이 안나길래 뭐지 했는데 12시간짜리였음...
17600,2023-05-04,OnewsKr,또 수도권서 전세 사기 경찰 20대 임대인 수사 . 3 29 0
17601,2023-05-04,heezuk2020,건설노조가 그렇게 눈엣가시였나 봅니다. 건설노조와의 200일 전쟁을 선포하더니 경찰 50명 특진까지 내걸었습니다. 전 국민적 고통인 전세사기 단속에 30명 보이스피싱 수사에는 25명인데 건설노조 단속에 50명 특진을 걸었습니다. 그러니 경찰들도 건설사 비리 단속이 아니라 건설노조만
17602,2023-05-04,leeds98,이태원 전세사기 피해자들 하는 짓 보고 임창정도 피해호소인으로 특별법 요구할 수 있습니다.
17572,2023-05-04,Fin0528_,진짜 씨발 신이 있다면 그 새끼는 내가 자살하길 바라는 거야 100만원 사기정돈 괜찮다 쳐 전세사기는 아니잖아 ...
17679,2023-05-04,xcvvcnmnm86,전세사기 공포 극심 비싸고 좁아도 아파트로 . . 0 84 84 8 82 8 0 3 5 8 7 9 8 9 84 8 8 3 0 2 81 95 84 8 84 95 84 8 8 8 8 1 9 1 36 531 0 6317 68194 6980 681625 4 201 12
17709,2023-05-04,GingseongY,전세사기 건축왕 계좌내역 입수 양부남 이새끼도 잡아들이라고 공모자니까 . 1653827927719690240 1
17681,2023-05-04,cs75song,전세사기 안 안당하려면 이것 꼭 챙기세요 나경반 초짜경매 5회 대법원 경매 경매투자 경매정보 공짜경매 . 97
17713,2023-05-04,choehui03048972,또 수도권서 전세 사기 경찰 20대 임대인 수사 .
17714,2023-05-04,reirei_ruby,정책 논평 전세사기 깡통전세 사태 실효성 있는 피해자 구제와 주거정책의 공공적 대전환이 필요하다 . 8 3
17715,2023-05-04,ihuijeo38451185,종합 여야 전세사기 특별법 합의 실패 사실상 본회의 무산 2.
17716,2023-05-04,ProgradeStryker,그게 화성시로 치면 동탄2 살던 전세사기 피해자에게 서화성남양역 근처로 갑자기 옮겨가라는건데 동의하겠나요 설마
17717,2023-05-04,k_news_keywords,수도권서 또 전세사기 경찰 수십 채 보유 20대 수사 . . 20230503 119129349 1 . 1653789197604642817 1
17718,2023-05-04,k_news_keywords,수도권서 또 전세사기 경찰 수십 채 보유 20대 수사 . . 20230503 119129349 1 임차인 0.2749 임대차 0.2749 사기25 0.2749 브로커 0.2749 보증금 0.2486 계약 0.2486 경찰04 0.2268 빌라02 0.1833 임대인 0.1833 돌리다04 0.1833
17719,2023-05-04,muhanpig1,정치 여야 전세사기 대책 공회전 보증금 변제 놓고 평행선 보러 가기 . 5 5
17721,2023-05-04,lucky67861354,요즘 전세사기 그거 전에 지인이 당했던 사기랑 너무 똑같아서 소름. 당시엔 지인도 어떻게든 보전해보겠다고 쌩돈 들여가며 묻고 다녔는데 결론은 다 소용없더라. 결국 전세금 절반 정도 건지고 서울 생활 접음. 이 사건으로 병 얻어서 돌아가신 분이 두 분 극단적 선택을 하신 분이 한 분. 사기
17722,2023-05-04,004_Teshia,전세사기의 악마
17724,2023-05-04,rainbowmach1,다음 국내 증시 문제가 들어날것 무자본 아직도 수면위로 나오지 않은 것. 이미 그것 관련해서 검찰이 수사중인데. 조용하다. 수사 집중은 엄한곳으로 몰아서 하니. 계속 민생관련 전세사기 수사에 대해 느리게 수사했고 피해자가 많이 양산되고 나서야 수사를 했다.
17711,2023-05-04,life_in_ff,물론 9 전세사기 피하는 방법도 알려주마
17725,2023-05-04,gimseon11397027,1년만에 18위에서 198위로 누가 들어서자마자 역대급 적자로 매달 한번도 흑자인적이 없음 . 겪으신 분들은 아실거임 . 여기저기 곡소리 안울린곳 없다는거 . 지금 그 때보다 더 안좋음 . 벨트들 단단히 매셔요 . 주가조작 전세사기 이런거 빙산의 일각임. . 11397027 1653778241956777987 1
13315,2023-05-04,korea_economic,집값도 높아서 어쩔수 없이 전세 들어가야하는데. 요즘 전세 사기가 너무 많아 함부로 전세를 계약하기 무섭네요. 어떻게 하면 무서운 전세사기를 당하지 않을수 있을까요... . . 103
13314,2023-05-04,ekgib,경기도의회 양당이 사회적 문제로 떠오르는 전세사기 문제를 해결하고 피해자 지원 방안을 마련하기 위해 손을 맞잡습니다. 경기도의회 전세사기 피해자지원 경기일보 . . 20230503580259
13313,2023-05-04,toss__official,이번주 토스피드 검색 1위 전세사기 유형 전세사기 4가지 유형과 5가지 대책 지금 알아두기. . . .
13312,2023-05-04,jeongeo64026858,전세사기가 사회적재난이라는 데는 동의 하기 어렵습니다. 그 이유는 개인적 민사관계로 계약자유원칙에 따라 체결한 개인적 채귄채무봔계이기 때문이다. 그렇케 따지면 이 전세사기 발생시기가 민주당정귄 5년동안 저리대출 임차3법등 실책으로 야기된것인디 민즌당이 만든 사회적재난 이란 뜻인가요
13311,2023-05-04,K68922844,전세사기 예방하려면 계약 전 3가지 확인 필수 . . . . 823390 그로우 부동산 전세사기 매매 전세 계약 등기부 채무 집주인 최근 전세 사기 피해가 늘면서 전세매물을 찾는 세입자 한숨이 깊어지고 있다. 전문가들은 이러한 전세 사기 피해를 최소화하는 방법과 관련 계약 전...
13310,2023-05-04,GreenPartyK,정부와 여당이 발의한 전세사기 특별법은 지원대상을 협소하게 규정하고 보증금 채권의 공공 매입 등 핵심 구제 방안이 빠져 있어 수많은 피해자들이 사각지대에 놓이게 됩니다. 원희룡 장관은 국회에 나와 전세사기는 사회적 재난으로 보기 어렵다 는 망언을 저질렀습니다. . 1653952601921306626 1 . 1653952601921306626 1
13308,2023-05-04,74Mmini,대한민국에서 잘 사는 방법 전세사기로 한탕 땡겨먹고 잠수타면 됨 왜 피해자를 보호할 수 있는 법도 없고 전세사기로 제대로 처벌할 수 있는 법도 없음 그냥 한탕 해먹고 재산 몰래 빼돌리면서 지내면 됨
13307,2023-05-04,Ce79cK5kixstFw0,전세금 잃고 쫒겨난 피해자들은 전세사기 중심에는 공인중개사가 있었다고 한다. 서민을 울리는 전세사기 이제 엄단하여 재발방지에 힘써야 할 것이다. 또한 재발방지를 위해 공인중개사에 대한 대책도 수립하고 서민 울리지 못하도록 뿌리를 뽑아야 한다. . . 04 9
17680,2023-05-04,entusojos__,역전세 전세사기까지...전세퇴거대출 가계대출 준 2년새 46 급증 출처 이데일리 네이버 뉴스 .
12867,2023-05-04,khgc6300,전세사기 피해 사건들을 통해 전세사기를 예방할 수 있는 단서를 찾는다 명탐정 의 사건집 네번째 이야기 임대인의 위험한 거짓말 과연 이번 사건의 전세사기 예방을 위한 단서는 무엇일까요 허그잇슈 자세히 보기 . . 223093624560 전세사기 안심전세 신탁 . 6300 1654068912009654272 1
12868,2023-05-04,khgc6300,전세사기 피해 사건들을 통해 전세사기를 예방할 수 있는 단서를 찾는다 명탐정 의 사건집 네번째 이야기 임대인의 위험한 거짓말 과연 이번 사건의 전세사기 예방을 위한 단서는 무엇일까요 허그잇슈 자세히 보기 . . 223093624560 전세사기 안심전세 신탁
12869,2023-05-04,khgc6300,전세사기 피해 사건들을 통해 전세사기를 예방할 수 있는 단서를 찾는다 명탐정 의 사건집 네번째 이야기 임대인의 위험한 거짓말 이번 사건의 전세사기 예방을 위한 단서는 무엇일까요 허그잇슈 자세히 보기 블로그 링크 삽입 예정 전세사기 안심전세 신탁사기 . 6300 1654067622944845824 1
13316,2023-05-04,animybmalgo,전세사기 피해자들 사각지대 없는 전세사기 특별법 도입하라
17710,2023-05-04,kitkatacat,적이요 저도 직캠봣어요 전세사기인가요
13309,2023-05-04,RealRK_official,전국구로 전세 사기가 속출하자 나쁜 집주인 공개 사이트 까지 등장했습니다. 지금 바로 참여해 보세요 참여 기간 2023.05.02 2023.05.6 참여 . 4 6 2 7 리얼리서치 나쁜집주인 전세사기 . 1653982400794488832 1
17708,2023-05-04,imheejung_,내년에 이사가야해서 전세사기 알아보는데 진짜 빡대가리라 뭔소린지 모르겠다... 큰일남
17685,2023-05-04,marketislive,이상해도 너무 이상해. 지난 3 4년 동안 각종 주가조작 전세사기 마약사건 등 각종 범죄가 어떻게 그렇게 폭증했었던 것일까 이거 정말 특수본을 세워서 전정권 전체를 털어봐야 할 희대의 미스테리 일들이다.
17683,2023-05-04,slownewskr,전기 요금도 문재인 탓 가스요금도 문재인 탓 임대차3법도 저출산도 전세사기도 국민연금도... 윤석열 정부의 지긋지긋한 문재인 정부 탓 이제 그만합시다 . 89916 슬로우레터 컨텍스트레터
17687,2023-05-04,ainwesal,전세사기에 희망을 품었다가 7짤에 소용없대서 우울해짐...
17688,2023-05-04,zombie_2021,전세사기 이런건 답이 없나보네 진짜 집주인이 있는 경우만 가능한거같고 걍 돈 있는 사람이 전세내줬음 좋겠다 나가려면 나두 돈이 필요한데 누구 들어올 때까지 기다려야 되니까 답답.. 갑작스런 발령엔 어쩌라는거지
17689,2023-05-04,QOW_SA24,전세사기에 지난달 서울 빌라 경매 낙찰률 역대 최저
17690,2023-05-04,sungsilh124,대한민국의 시한폭탄 폭풍의 눈 전세사기는 저리가라. 역전세가 전국적으로 최악의 상황.임대인에게 모든 대출규제를 지금 당장 시급히 무제한 풀어주지않으면.정치인들이 전혀모르고 있음.윤석열얘들한테만 맡겨둬서는 절대 안됩니다.전혀 무감각입니다.저들에게는 오직 1 만 눈에 마음에 보임. . 124 1653885921958436866 1
17691,2023-05-04,sungsilh124,대한민국의 시한폭탄 폭풍의 눈 전세사기는 저리가라. 역전세가 전국적으로 최악의 상황.임대인에게 모든 대출규제를 지금 당장 시급히 무제한 풀어주지않으면.정치인들이 전혀모르고 있음.윤석열얘들한테만 맡겨둬서는 절대 안됩니다.전혀 무감각입니다.저들에게는 오직 1 만 눈에 마음에 보임. . 124 1653885890488586240 1
17692,2023-05-04,sungsilh124,대한민국의 시한폭탄 폭풍의 눈 전세사기는 저리가라. 역전세가 전국적으로 최악의 상황.임대인에게 모든 대출규제를 지금 당장 시급히 무제한 풀어주지않으면.정치인들이 전혀모르고 있음.윤석열얘들한테만 맡겨둬서는 절대 안됩니다.전혀 무감각입니다.저들에게는 오직 1 만 눈에 마음에 보임. . 124 1653885858129530881 1
17693,2023-05-04,sungsilh124,대한민국의 시한폭탄 폭풍의 눈 전세사기는 저리가라. 역전세가 전국적으로 최악의 상황.임대인에게 모든 대출규제를 지금 당장 시급히 무제한 풀어주지않으면.정치인들이 전혀모르고 있음.윤석열얘들한테만 맡겨둬서는 절대 안됩니다.전혀 무감각입니다.저들에게는 오직 1 만 눈에 마음에 보임. . 124 1653885779498909696 1
17694,2023-05-04,pyeonghwasalang,인천 전세사기 건축왕 재판 난항 피해자들만 발동동 종합 . . 82925189 1 1 1683151801418
17695,2023-05-04,koqotf64,경찰 50억 규모 수도권 전세사기 혐의 20대 수사 중
17686,2023-05-04,ssyongAustralia,오늘 치 듣똑라 전세 제도 전세사기 관련 지금 한국 경제가 침체가 시작된 와중에 전세거래율은 최저치를 찍었고 전세제도는 만들어진지 100여년 됐지만 무언의 부동산 우상향론에 의해 있었던 이 제도가 이제는 없어질 시기가 아닌가 라구 정리
17707,2023-05-04,ougotkr2wgo,원희룡 집 찾아간 전세사기 피해자들 우리 집 감옥 무덤 됐다
17705,2023-05-04,chaerry_42,유한락스 답변한 놈 식도에 락스 5통 존나 콸콸 부어주고 싶네 개싸가지 없다 죽이고 싶음 살면서 꼭 전세사기도 당하고 폭행도 당하고 사기도 당하는 등.. 평생을 속도 마음도 아프게 살면서 그렇게 뒤져버리시길 바랍니다
17684,2023-05-04,slownewskr,전기 요금도 문재인 탓 가스요금도 문제인 탓 임대차3법도 저출산도 전세사기도 국민연금도... 윤석열 정부의 지긋지긋한 문재인 탓 이제 그만합시다 . 89916 슬로우레터 컨텍스트레터
17698,2023-05-04,sukmin39419,인천 전세사기 건축왕 재판 난항 피해자들만 발동동 종합 . . 82925189 7 1683148781281
17703,2023-05-04,yonhaptv23,전세사기 건축왕 재판 지지부진 피해자들 시간끌기 . . . 20230503016800641
17477,2023-05-05,felineblues,이런 기사 절대 안나오겠지 전세사기가 판을 칠 때 까지 윤석열은 도대체 뭐했냐 같은거. . . 7 0
17498,2023-05-05,35z7FbIr9nVrYk4,여 전세사기 후속대책 법안 발의 봇물 피해액 몰수 추징 출처 연합뉴스 네이버 뉴스 . 1 정치인 니들이 망쳐놓고 니들이 몰수법을 만드냐 이런나라가 있냐.
17497,2023-05-05,quadroxg,제 나이 는... 이미 끝났죠 제가 살고있고 살아가는 이 사회 와 앞으로 20대 30대 40대 가 살아가는 사회 는 달랐으면 했는데 인천 전세사기 자살자 보면서 권력 을 가진게 없어 참 미안 했어요. 국토부 와 원희룡 장관 의 대응 보며 여러분 은 무얼 느끼셨나요 저 동네도 똑같다
17496,2023-05-05,quadroxg,인천 전세사기 자살자 이하 오늘도 대한민국 이라는 지옥 에서 어렵고 힘들게 오늘 하루 버티는 국민 이하. 의 삶을 사는 여러분. 힘내지 마세요. 그러나 버텨는 봅시다 살아 가다보면 또 언젠간 좋은날도 오겠지요. 저 조차도 이번달에 열나게 삥 을 뜯겨야 합니다.
17495,2023-05-05,hanja152,은평구에도 빌라100채 전세사기.. . . . 2023050506420104521 571 8 90 2023050506420104521 220709 8 90
17494,2023-05-05,ProgradeStryker,4년 전에 방송된 추적60분인데 지금 전세사기 피해자 단체 지원하는 활동가들의 굉장히 젊어보이는 ... 모습을 확인할 수 있다. 이 분들 한 5년 후에도 똑같은 투쟁하시면서는 흰머리가 얼마나 늘어있을까. . 4 9
17492,2023-05-05,pchoice123,단독 전세사기 조직적 범죄단체 서울 강남구 은평구 100채 전세사기 발생 최악의 금융위기 상황에서 한국의 금융 건전성이 안정적으로 보이는 이유 . 3 8 출처
17491,2023-05-05,pearls_0e,전월세종합지원센터 챗봇 서비스로 전세사기 상담 지원
17490,2023-05-05,Al36vlYzjJOPdhm,전세사기보다 더 몰두한 건폭몰이 수사 도 넘었다 독선과오만 노조와전쟁 검찰공화국 . 5 0 6
17488,2023-05-05,baggwan28720338,수입자동차 투자 및 전세사기를 미끼로 사기치는사람 입니다 미국 에서 사업을 한다고 소개 후 돈만 가로채고 잠적합니다 신원미상이고 수배중이나 수사지연으로 피해가 늘지않도록 공유 및 주의바랍니다 애견 사기 서울 사기꾼 전세사기당해서친구집에서 투자사기 노래 강아지 . 28720338 1654303654441291780 1
17486,2023-05-05,300seconds,집주인 여러분 집값 포기하세요 전문가의 2차 하락 경고...전세가격 하락 프로젝트 파이낸싱 대출 부실위험 미분양 문제 심지어 전세 사기까지 여전히 부동산 시장의 안정성을 위협... . . 20230505051001617
17485,2023-05-05,OhmyNews_Korea,양평군 전세사기 피해 예방 상담센터 운영 양평 전진선 전세사기피해 경기도 . 23 8 박정훈 기자
17484,2023-05-05,ds5hsg,울산시 전세사기 피해자 지원 대책 수립 추진 . . . 06 223094066484
17482,2023-05-05,Wad_Of_Wool,맞아. 이미 이딴 나라는 청년들이 자살하지 않고 하루라도 더 살아서 그나마 현존인구 채워주고 있는 걸로도 감사 할 줄을 모름. 국가 자살률 1위국에서 뭘 바래 미친 놈들이 그나마 살아있는 청년들조차 전세사기에 여자들은 매일 여혐 성범죄 당하고 살해 될 위협 속에 서바이벌인데.
17481,2023-05-05,freemoney202301,개인적인 생각인데 전세제도는 애초부터 잘못된제도라고 생각 부동산시장에 역효과 나아가 경제전반에 악영향을 줌.극소수의 나라에만 존재하는 요상한제도임.고로 전세사기에 속은 국민들 전적으로 구제되어야 한다고 생각함.
17480,2023-05-05,baggwan28720338,수입자동차 투자 및 전세사기를 미끼로 사기치는사람 입니다 미국 에서 사업을 한다고 소개 후 돈만 가로채고 잠적합니다 신원미상이고 수배중이나 수사지연으로 피해가 늘지않도록 공유 및 주의바랍니다 애견 사기 서울 사기꾼 전세사기당해서친구집에서 투자사기 노래 강아지 . 28720338 1654338798975856640 1
17479,2023-05-05,fmn_______,전세사기가 불붙인 공인중개사 책임론 중개사 전문가 인식차 뚜렷 출처 경향신문 네이버 뉴스 . 5
17478,2023-05-05,soony2222,시체팔이 이제 그만해야 사람이 죽지 않는다. 전세사기 이태원 세월호 등등. 이재명건 윤미향도 뭐든 누가 죽으면 끝내거나 돈주니 자꾸 사람이 죽는거다. 그만해야 한다. 죽든 말든 죄는 끝까지 찾아내야하고 죽었다고 돈주면 안돼는거다. 잘못된거 반복하면 안된다.
17483,2023-05-05,choenamseon21,민폐당 잡것들. 지랄하는게 지놈들 특권인줄 아는데 천하에 잡놈들. 임대차 3법때문에 전세사기도 일어나고 그 사기친놈을 비호한 놈이 누그냐 비호한 놈들이 민폐당에 있다는데 잡아다 감옥에 쳐넣어라.
17509,2023-05-05,ibangsil6,전세사기 사기성 여부 어떻게 구분하나 지원 대상 넓혀야 해 2. 0
17500,2023-05-05,Ce79cK5kixstFw0,전세사기로 많은 분들께 정신적 육체적 경제적 피해를 주고 교정시설에 가더니 정신못차리고 옥중에서 증거인멸을 지시했다. 친족은 증거인멸 처벌안되니 부인에게 지시했다. 정말 양심이라고는 없는 인간들이다. 남 눈에서 눈물나게 하면 나의 눈에서는 피눈물나게 된다. . .
17476,2023-05-05,aasssdddaaa,총선 1년전 현시점에 딱 한놈만 패야한다면 문재앙도 이재앙도 탈원전비리도 방문진 라임 옵티머스 펀드사기도 전세사기도 주가조작도 아니고... 북한의 놀이터 중앙선거관리위원회를 리셋해야한다. 북해킹 관련 선관위에 대한 의혹...누군가는 수사해야 . . . . 291791
17521,2023-05-05,The_truth_eye,전세사기 당했으니 국가가 돈 내놔라. 주가조작 사기 당했으니 추심유예 해라. 등등등... 모조리 국가 정부 책임으로 몰고 있는 좌빨 좌좀들.. 국가혼란 갈라치기가 목적이 아니면 이럴수는 없지. 처벌할때 추징금 500조 걸어놓고 무조건 재산 완전몰수 해라. 자금줄 끊어라.
17520,2023-05-05,entusojos__,시급 하다더니 여야 갈등에 또 지연된 전세사기 특별법 출처 노컷뉴스 네이버 뉴스 . 2 7
17519,2023-05-05,isue486,사회 영상 전세사기 예방 어떻게 전문가 조언은 이렇다 보러 가기 . 3 사회
17516,2023-05-05,6Vl2yHMpS8Oez9Y,이재명 없으면 전세사기 못 막나 직무정지 가처분 심문 . .
17515,2023-05-05,HongTaewan1,이재명의 전세사기 대책은 실질적인 지원 . 1 1654269301799497728 1
17512,2023-05-05,hnhgvdoldab,울산시 전세사기 피해자 지원에 팔 걷어부쳐
17511,2023-05-05,bagjinj57160535,여 전세사기 후속대책 법안 발의 봇물 피해액 몰수 추징 . 1
17510,2023-05-05,lx3byfi1,미추홀 전세사기 남 씨 40억 돈세탁 옥중지시
17508,2023-05-05,YONGD77DRAGON,이재명 없으면 전세사기 못 막나 직무정지 가처분 심문 . . 20230504180216075
17507,2023-05-05,ichangh57281886,전세사기 고의 만 아니면 될까 뉴스레터 점선면
17506,2023-05-05,bagseongim2,영상 전세사기 예방 어떻게 전문가 조언은 이렇다 . 8 6
17504,2023-05-05,appetite17,전세사기에 비상 걸린 수장 공백 장기화 우려
17503,2023-05-05,jinChun06534413,. . . 376 탄핵보다 이건 당선무효라고요 지금 주가조작 리스트에 나오는 직업군 여러분 당신들이 이상황 만드는데 1 하신겁니다. 나라 망해먹는데 일조 하신겁니다. 전세사기도 결국 같은 라인에서 나온 범죄 같다는 뇌피셜
17502,2023-05-05,thedayulive,변호사랑 시티에서 미팅 하고 친구랑 점심 . 전세사기 때문에 난리인데 더 터질것 같다 하니 걱정됨 . 뉴질랜드는 집 매매시 반드시 변호사를 써야 하고 렌트 같은 경우 보증금은 나라에 맡겨야 하기 때문에 사기를 그나마 방지 할 수 있음 . 대신 집 엉망으로 쓰면 보증금 당연히 못 돌려 받음 . . 1654286407178014720 1 . 1654286407178014720 1 . 1654286407178014720 1 . 1654286407178014720 1
17501,2023-05-05,35z7FbIr9nVrYk4,여 전세사기 후속대책 법안 발의 봇물 피해액 몰수 추징 출처 연합뉴스 네이버 뉴스 . 1 야 공인중개사를 없애.
17499,2023-05-05,35z7FbIr9nVrYk4,여 전세사기 후속대책 법안 발의 봇물 피해액 몰수 추징 출처 연합뉴스 네이버 뉴스 . 1 안철수가 안하면 안생긴다 말했잖아 공인중개사를 없애면 몰수니 모니 필요가 없잖아
17475,2023-05-05,thetamsa,시민언론 더탐사의 새로운 영상입니다. 230505 김준수 기자의 포커스 전세사기는 사회적 재난 . . 2 8 3 4 예정된 영상일 경우 해당 시간에 공개됩니다.
17448,2023-05-05,N1ertaku,전세사기 걸리면 수명 30퍼는 까일듯함
17473,2023-05-05,aasssdddaaa,총선 1년전 현시점에 딱 한놈만 패야한다면 문재앙도 이재앙도 탈원전비리도 방문진 라임 옵티머스 펀드사기도 전세사기도 주가조작도 아니고... 북한의 놀이터 중앙선거관리위원회를 줘 패야한다. 북해킹 관련 선관위에 대한 의혹...누군가는 수사해야 . . . . 291791
17445,2023-05-05,Politersocihum,전세사기 원흉 당장 잡아서 능지처참 하라 . 1654437616488693760 1
17444,2023-05-05,ogwlom8d,대학생 입장에서는 자취할 곳이 빌라 밖에 없는데 대학생도 전세사기 당했다 . . . 2023050419300051890 631 8 90 2023050419300051890 220709 8 90
