,작성일,작성자,제목,내용
28,2022-09-28,ulsan_maeil,,전입세대 열람내역서를 위조하고 가짜 임대 임차인을 내세워 청년 전세자금 대출금을 편취하는 식으로 내집마련의 꿈 을 짓밟은 전세사기범 124명이 경찰에 검거됐다. 두 달 동안 검거한 전세사기범으로 인해 발생한 피해금액만 무려 74억원에 달했는데 경찰은 갈수록 심각해지는 전세사기 등을 막기 위해 계약과정을 촘촘히 확인할 수 있도록 제도개선을 요청할 계획이다. 울산경찰청은 지난 7월 25일부터 이달 24일까지 두 달간 전세사기범 124명을 검거해 21명을 구속했다고 27일 밝혔다. 검거한 전세사기범들의 유형을 분석한 결과 크게 두 가지 수법이 주를 이뤘다. 첫 번째는 속칭 깡통 전세 주택을 매입한 뒤 세입자가 없는 것처럼 전입세대 열람명세서와 확정일자부여 현황을 위조하고 은퇴 현금을 보유한 노인이나 사채업자 등에게 접근해 해당 주택을 담보로 돈을 빌리는 것이다. 전입세대열람내역서의 위 변조가 간단하고 채권자들이 해당 건축물을 직접 찾아가 세입자 유무를 잘 확인하지 않는 점을 노리는 방법이다. 특히 이번에 구속된 총책 씨는 이 같은 수법으로 40억원 상당을 뜯어내 도피했는데 경찰에 붙잡히는 순간에도 타인의 신분증을 제시했다. 씨는 울산 양산 지역 조직폭력배들과도 결탁해 공범들을 모집했던 것으로 밝혀졌는데 심지어 공범들도 씨의 인적 사항을 몰랐던 것으로 드러났다. 두 번째 수법은 가짜 주택 임대 임차인을 내세워 청년 전세자금 대출을 받아 대출금을 가로채는 것이다. 청년전세자금 대출은 만 19세부터 34세까지 연소득 7 000만원 이하인 무주택 청년을 대상으로 한 상품으로 연 2.6 2.7 의 이자로 최대 1억원까지 대출받을 수 있는 무주택 청년의 주거안정을 위한 저금리 상품이다. 사기범들은 인터넷 은행 모바일 앱으로 간단한 본인 인증을 거쳐 전세 계약서 신고필증만 사진 파일로 제출하면 비대면 심사를 거쳐 손쉽게 대출받을 수 있다는 점을 노렸다. 일당들은 총책 명의대여자 바람잡이 등 4 5명이 역할을 분담해 한꺼번에 여러 곳에서 범행하고 대출금 등이 나오면 미리 약속한 일정 비율로 나눠 챙긴 것으로 파악됐다. 이 같은 전세사기 행각 등으로 두 달 동안 확인된 피해금액만 74억원에 달한다. 이에 울산청은 건축물의 주소지만 입력하면 누구나 세입자 유무를 알 수 있도록 주민등록법 시행규칙을 개정하고 청년 전세자금 대출 심사시에는 전입세대 열람내역서를 제출받거나 계약금 영수증 외에 송금내역도 제출하도록 하는 등 관계기관에 제도개선을 요청할 계획이다. 울산청 관계자는 전세 계약시에는 등기부등본을 통한 근저당 등 체납 건축물 대장상 집주인과 건물 소유주가 같은지 집주인의 국세와 지방세 등 납부 증명서를 확인하고 계약 후 즉시 확정일자와 전입신고 등을 철저히 해야 한다 고 당부했다. 김상아 기자 . . . 제보 카톡 울산매일 인스타 유튜브 구독 . 전세사기 전세 울산 울산경찰청 경찰 구속 검거
196,2022-09-29,won_yongseuk,,전세피해지원센터 개소 원스톱 지원서비스 제공변호사 법무사 공인중개사 등 상주 수요 여건 고려해 전국으로 확대 . . 65 222887146326 전세 전세사기
195,2022-09-29,won_yongseuk,,전세피해 고통 해소를 위한 전세피해지원센터 개소 전세피해지원센터 개소 9.28. 전세사기 피해자에게 법률상담 임시거처 대출 등을 원스톱으로 지원하는 전세피해지원센터가 개소했습니다. 이용을 원하시면 대표전화 1533 8119 및 주택도시보증공사 누리집 . . . 에서 방문 상담을 예약해주세요 누리집 첫화면 고객지원센터 전세피해지원센터 출처 전세피해 고통 해소를 위한 전세피해지원센터 개소 작성자 정책공감
197,2022-09-29,brandon_collection_,,. 전세사기피해방지방안 전세사기 부동산정책
193,2022-09-30,kazmikgirl,,일주일 동안 지옥에 다녀왔다가 돌아왔다. 그렇게 안 빠지던 살이 쫙쫙 빠짐. 다시 찌울 것임. 자초지종은 정신 좀 추스르고. 수희와오늘 수희와사실어제 여러분전세사기조심하세요
194,2022-09-30,unique_rrian,,혼자사는고양이 . . . 구속 구속수사 뭐든 좋다 다행이다 일벌백계 하겠다던 말을 지키는 것 같다 제발 우리나라도 처음 말하는 형량 당한 사람의 수 최종 선고 형량 감방에 사는 시간 이런식이면 좋겠다 평생 나오지 않았으면 좋겠다 세금밥 먹는것도 싫지만 무인도에다 버리고 싶지만 현실적으로 이 방법밖에 없다 공범들이 더 나쁘다 알면서 했다는게.. 본인을 믿고 있는 사람의 뒷통수를 친다는게 이 모든게 고의라는게 . . . 전세사기 짜고치는고스톱 전세피해지원센터
192,2022-10-03,adulkid,,주의사항 현재까지 깨끗하다고 해도 전세 후 체납이 생기면 보증금이 안전하지 않을 수 있다. 결국 완전히 안전하지 않다는 뜻. 전문가들은 전세를 선택한다면 보증 보험을 들어두는 것을 추천하고 있다. 하지만 보험 들 수 없는 집도 많음 경매후 돈이 돌아가는 순서 0 경매비용 1 최우선변제금 다가구주의 2 당해세 국세 지방세 등 3 시간순서대로 대출 보증금 등 꽤나 후순위.. 세금체납을 세입자에게 확인시켜주지 않으면 중개사가 과태료를 무는 법이 시행중이지만 집주인이 주택임대사업자인 경우만 해당된다. 어쩔.. 2023년 1월 세금체납 사실을 알 수 있는 앱이 출시될 예정이다. 빨리빨리 제발 계약 이후 임대인의 동의 없이 미납 세금을 열람할 수 있다. 빠르면 내년부터.. 으 참고 전셋집 경매 넘어가면 국세보다 보증금 먼저 변제하는 길 열린다. 국민일보 집주인 세금 체납에 따른 세입자 보증금 피해규모 급증 경향신문 자취시작해 모아보기 전세사기 자취
27,2022-10-04,molit.go.kr,,전세피해지원센터 원스톱 지원을 시작합니다 전세피해를 받고 생활에 어려움을 겪고 계신 분들에게 지원을 위하여 전세피해지원센터를 개소하였습니다. 전세피해지원센터 원스톱 지원 서비스 무료 법률 상담 긴급 임시거처 제공 전세사기 의심사례 접수 긴급 금융 지원 법률전문가 제공 피해확인서 발급 국토부는 경찰청과 업무협약을 맺어 전세사기 범죄에 강력하게 대응하겠습니다. 장소 서울 강서구 화곡로 179 대한상공회의소빌딩 2층 화곡역 2번출구 홈페이지 . . . 상담전화 1533 8119 전세피해 전세피해지원센터 전세피해예방 전세피해원스톱지원 전세사기
191,2022-10-06,writer.huey,,경주 고향 요즘들어 이런 생각을 많이 하게 된다. 내가 경주에서 내가 하고 싶은 일로 자리를 잡을 수 있었다면 내 삶이 얼마나 많이 달라졌을까 현재 집을 떠나 생활하면서 고민하고 있고 스트레스 받고 있는 일상의 많은 것들이 해결 될 것이기에 정신적으로나 물질적으로나 지금보단 분명 안정적이고 건강한 생활을 하고 있을 것이다. 돈도 훨씬 더 많이 모았을 것이고 어쩌면 내 명의의 아파트가 있을지도 모른다. 약 5년간 타지 생활하면서 월세와 전세 이자로 사라진 돈과 피할 수 없는 생활비 그리고 잡다한 정착비용을 다 모으면 은행의 도움을 조금 받아서 충분히 가능했으리라 본다 물론 부산과 인천 생활을 하면서 배우게 된 것들과 얻게 된 것들에 가치를 매긴다면 그 것 또한 내게 큰 자산인 것은 맞지만 가끔은 세상이 그러하듯 단순히 물질로만 봤을 때는 아쉬움이 남을 수 밖에 없다. 당연히 경주에 머물렀으면 짝꿍을 만나지 못했을테고 이건 그런 차원의 문제가 아닌 그냥 신세 한탄일뿐 이제는 고향으로 돌아가고 싶어도 짝꿍의 꿈을 옆에서 응원해야 하기 때문에 당분간은 그럴 수도 없는 형편이고 그렇다고 현재의 내 커리어 공적영역 나 내 일상 사적영역 에 만족감이 있는 것도 아니어서 내 우울의 시작점이 이 지점에서부터인 것 같다. 약 20년을 이어온 취미인 축구도 못 하고 책을 읽거나 글을 쓰는 재미도 잃어버린 지금이 내 인생 가장 심각한 노잼의 시기가 아닌가 싶다. 수요일은 직장 건강검진을 받고 수면 내시경 포함한 오늘은 허리 정기검진을 받았고 일이 바빠 도수치료 제대로 못 받아서 선생님한테 혼남 인천에서 일어난 대규모 전세사기 기사를 보면서 나는 전세보증보험에 가입되어 있어서 아무일도 없을 거라고 믿으면서도 혹시나 만에 하나라도 지급거절 당하면 어쩌나 하는 생각에 자꾸 가슴이 빨리 뛰고 혹은 철렁 내려 앉는 것을 느끼며 그냥 너무 힘들다는 생각이 많이 든다. 열심히 살려고 노력할 수록 그 힘에의해 저 바닥 깊숙한 곳으로 끌려 들어가는 것만 같다. 그래도 참 내가 장한 것은 나쁜 길로 빠지거나 나쁜 생각을 한다거나 나쁜 선택을 하지 않고 스스로 잘 버텨내고 있다는 것이다. 다른 무언가를 지나치게 의지하는 것이 아니라 스스로 버틸 힘이 있다는 건 그래도 나 자신을 무척이나 사랑하고 아끼고 있다는 최고의 표현이 아닐까. 오늘은 밝고 좋은 내용의 글을 쓰고 싶었으나 여러분들은 오늘도 이렇게 스스로 버텨내기 위해 주절주절 글을 쓰고 있는 저를 지켜보고 있습니다. 지켜봐줘서 고맙고 각자의 표현 방식대로 용기를 건네주어 무척이나 감사합니다. 이 대목이 중요한데 각자의 표현 방법이 있다는 것에서 저는 정말 큰 인류애를 느낍니다. 입버릇처럼 인류는 멸망해야 해 를 외치고 다니지만 여러분들이 보여주는 그 따스함이 차가워진 제 마음을 녹여 다시 한번 씨를 뿌릴 용기를 얻게 해줍니다. 지금까지 계속 흉작이었던 제 인생 텃밭에도 언젠가는 풍작이라는 결실이 찾아올 것입니다. 아 물론 흉년 사이에 간헐적으로 풍년이 있기도 했었습니다 아무튼 무척이나 마음이 무거워서 엄지 손가락을 놀려보았습니다. 이렇게 감정을 인스타라는 쓰레기통에 버리고 나면 조금은 마음이 가벼워지리라 생각합니다. 이제 집 정리를 할 건데 아직 남아 있는 마음의 찌꺼기도 함께 분리수거해서 밖에다 내놓고 오겠습니다. 그럼 이만.
67,2022-10-06,jungnang_gu,,구정소식 전세사기 등 깡통전세 피해 예방하려면 꼭 확인하세요 최근 부동산 가격하락으로 인해 전세가율이 높아짐에 따라 임차인들이 전세 보증금을 돌려받지 못하는 깡통전세 로 인한 피해가 예상되어 주의가 필요합니다 매매가 대비 전세가가 80 이상인 주택 시세 파악이 어려운 신축빌라 등에서 시세를 부풀려 계약을 유도하고 그 과정에서 성과보수를 받는 중개업종사자가 위험성을 알면서도 중개를 진행하는 사례가 있습니다 전세사기 등 깡통전세 피해 예방을 위해 카드뉴스를 꼭 확인해주세요 문의 중랑구청 부동산정보과 02 2094 1482
26,2022-10-06,adulkid,,인생 살면서 꼭 봐둬야할 체크리스트 학교에서 안 알려줘서 내가 그리는 전세사기 예방 리스트 많은 분들 쉽게 보시라고 간단하게 꼭 봐야하는 것만 넣었어요. 모든 서류 꼼꼼하게 보세요 전세사기를 막는 무적의 체크리스트를 만들고 싶었는데 사기치려고 이악물면 피할 수 없더라고요. 사기 사례 살펴보다가 인류애만 상실했어요 그래도 그건 비교적 드물고 요체크리스트면 대부분의 계약은 걱정없이 할 수있어요. 계약금 넣고나서 할일 있음 보증 보험으로도 막지 못하는 사기가 있더라고요. 정말 드문 경우지만 한 번쯤 봐두면 좋을 것 같아 다음에 가지고 오겠습니다. 또 보증보험을 들 수 없는 집도 많죠. 그런 경우 어떻게 하면 안전하게 계약할 수 있는지도 살펴볼게요. 보증보험이 의무는 아니지만 요즘 같은 부동산 하락기라면 보증금 보호를 위해 들어두는 것을 추천해요. 아파트의 경우 위반건축물이 적지만 완전히 없지는 않습니다. 위반건축물 다른 용도의 경우 절대로 계약금지는 아니지만 초보자의 경우 피하기를 추천해요. 다세대 다가구의 경우 건축물대장 에 건축물 현황도 를 포함해서 요청해 거주 호수를 확인해요. 자취시작해 전 편 모아보기 전세사기 깡통전세 예방
