,작성일,작성자,제목,내용
2609,2023-05-30,UCfiB-57VAr0zZAQOBc6iaww,[NIB 뉴스] 미추홀구 전세사기 피해자 구제…오는 1일까지 조사,앵커멘트 전세사기가 미추홀구를 중심으로 발생했습니다. 인천시가 전세사기 피해 주택 중 경매일이 임박한 피해자들을 구제하기 위해 오는 1일까지 피해 조사 접수를 받습니다. 보도에 장윤아기자입니다. 리포트 2천 세대 넘는 전세 사기 피해가 발생한 미추홀구. 인천시가 전세사기 피해 지원 특별법이 통과됨에 따라 피해자들의 신속한 구제를 위해 조사에 들어갔습니다. 피해주택의 경매일이 임박한 168 가구가 이번 조사대상입니다. 조사가 완료되면 국토부의 심의와 의결을 거쳐 피해주택의 경매 공매가 중지되거나 미뤄지는 등의 구제조치가 진행됩니다. 인터뷰 이미영 인천시 주택정책과 특별법에는 임차인들이 경 공매 중지 신청을 하게끔 돼있어요. 그래서 사전엔 특별법 시행되기 전에 경 공매 유예를 원하시는 분들은 긴급하게 신청을 하셔서 접수는 신청서와 신분증 사본 임대차계약서 사본 등의 서류를 갖춰 인천시 피해지원센터 또는 미추홀구청 방문을 통해 할 수 있습니다. 부평구에 위치한 인천시 전세피해지원센터는 평일 오전 10시부터 오후5시까지 운영되며 접수는 오는 1일까지입니다. 한편 지난 25일에 통과된 전세사기피해자 지원 특별 법안엔 피해자들이 최대 20년 동안 무이자로 대출 상환할 수 있는 안들이 포함됐습니다. 인천시는 추가 대책으로 이사비와 전세 보증금 대출 이자를 지원하고 있습니다. 뉴스 장윤아입니다. 영상취재 김영석 기자 인천시 연수구 미추홀구 경제청 뉴스
2608,2023-05-30,UCcQTRi69dsVYHN3exePtZ1A,“전세사기 가담 의심 공인중개사 10명 중 4명이 위법” [9시 뉴스] / KBS  2023.05.30.,전세 사기에 가담한 것으로 의심되는 공인중개사들을 살펴봤더니 40 가 넘게 법을 위반한 것으로 확인됐습니다. 정부는 점검 대상을 전국으로 확대한다는 계획인데 먼저 공인중개사 관련 법을 고쳐야 한다는 지적도 나옵니다. 김보담 기자의 보도입니다. 리포트 인천의 한 공인중개사무소입니다. 이곳의 전직 대표였던 중개사는 전세 사기에 가담했다는 의혹을 받았는데 구청 조사 뒤 폐업을 신고했습니다. 공인중개사 음성변조 제가 인수한 지가 한 달 하고 조금 넘었거든요. 저는 모르죠 전에 어떻게 했는지. 한승덕 씨는 2년 전 바로 이 중개소에서 1억 3천여만 원에 전세 계약을 맺었는데 지금도 보증금을 못 돌려받고 있습니다. 무자격 중개 보조원이 전셋집을 소개해 의심이 갔지만 계약서 작성을 주도한 공인중개사의 말을 믿은 겁니다. 한승덕 전세사기 피해자 공인중개사가 직접 그렇게 아무 문제 없다 다른 데도 이렇게 똑같이 한다라고 얘기를 해서 문제가 없겠구나 했었죠. 국토교통부는 악성 집주인의 매물을 두 차례 이상 중개한 수도권 공인중개사 240여 명 중 40 가 넘는 99명의 위법사실을 확인했습니다. 특히 전세 사기임을 알고도 계약을 유도해 수수료를 챙기거나 사기 조직에 중개사무소 상호 명의를 빌려준 사례 등 57건은 경찰에 수사를 의뢰했습니다. 국토부는 2차 특별 점검 대상을 전국 공인중개사 3 700명으로 확대할 계획이지만 대규모 전세 사기에 대한 공인중개사 책임론은 계속 이어질 전망입니다. 이강훈 변호사 제대로 안 알려주고 나면 꼭 사기가 발생하거든요. 그렇기 때문에 이 부분을 공인중개사라면 최소한 설명을 해 줘야 된다. 이에 따라 공인중개사가 전세 매물의 시세를 정확히 설명하고 집주인의 채무 정보 같은 내용을 구체적으로 알리도록 법을 고쳐야 한다는 지적도 나옵니다. 뉴스 김보담입니다. 촬영기자 이경구 김재현 영상편집 서정혁 그래픽 김정현 기사 원문보기 . . . . 7687815 제보 하기 카카오톡 제보 검색 전화 02 781 1234 홈페이지 . 4 이메일 1234 . . 전세사기 공인중개사 위법
2616,2023-05-30,UCF4Wxdo3inmxP-Y59wXDsFw,전세사기에 역전세‥'전세 기피'에 세입자도 집주인도 비명 (2023.05.30/뉴스데스크/MBC),최근 전세사기와 깡통전세가 잇따르면서 세입자들이 전세를 외면하는 현상도 나타나고 있습니다. 월세를 선호하는 세입자들이 늘어나면서 다음 전세 세입자를 못 구한 집주인들이 이전 세입자들에게 내줄 전세보증금을 마련하기 힘겨워하는 상황도 적잖이 빚어지고 있는데요. . . 2023 6488810 36199. 전세사기 역전세 깡통전세
2605,2023-05-30,UCTHCOPwqNfZ0uiKOvFyhGwg,화성 동탄 '전세사기' 임대인·중개사 등 내달 1일 영장심사 / 연합뉴스TV (YonhapnewsTV),화성 동탄 전세사기 임대인 중개사 등 내달 1일 영장심사 경기 화성 동탄신도시에서 오피스텔 전세 사기를 친 혐의로 수사를 받아 온 임대인과 중개사 등 5명이 구속 기로에 섰습니다. 수원지법은 다음달 1일 오후 사기 혐의로 구속 영장이 청구된 씨 부부와 씨 공인중개사 씨 부부 등 5명에 대한 구속 전 피의자 심문을 진행할 예정입니다. 씨 부부는 화성 동탄 등지의 오피스텔 268채를 씨는 43채를 보유한 상태에서 세입자들과 임대차 계약을 맺은 뒤 보증금을 반환하지 못한 혐의를 받고 있습니다. 또 씨 부부는 이들로부터 위임장을 받고 실질적으로 임대 거래를 진행한 혐의입니다. 강창구 기자 33169 . . 연합뉴스 기사문의 및 제보 카톡 라인 23 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
2604,2023-05-30,UChlgI3UHCOnwUGzWzbJ3H5w,전세사기 의심거래 가담 공인중개사 99명 적발 / YTN,국토부 전세사기 의심 중개사 242명 특별점검 악성 임대인 주택 2번 이상 중개한 중개사 대상 앵커 최근 사회문제가 되고 있는 전세 사기 과정에서 공인중개사들이 사기범들과 합세해 피해를 키웠다는 지적에 따라 정부가 전세 사기 의심 공인중개사에 대해 특별 점검을 벌였습니다. 242명을 대상으로 조사한 결과 41 인 99명의 위반행위 108건이 적발됐습니다. 이동우 기자가 취재했습니다. 기자 국토교통부가 지난 2월 말부터 이번 달까지 전세 사기 의심 공인중개사 242명을 대상으로 특별점검을 벌였습니다. 이른바 빌라왕 등 악성 임대인 소유 주택의 임대차 계약을 두 번 이상 중개한 수도권 소재 공인중개사등이 점검 대상입니다. 점검 결과 이들 중 99명 약 41 가 공인중개사법 위반 행위를 한 것으로 드러났습니다. 정부는 적발한 위반행위 108건 중 53건에 대해선 경찰에 수사 의뢰했습니다. 또 등록취소 1건 업무정지 28건 과태료 부과 26건 등 행정 처분도 내렸습니다. 박동주 국토교통부 부동산개발산업과장 국토부는 최근 전세사기 사건이 빈발함에 따라서 전세사기 의심 공인중개사에 대해서 특별 점검을 실시하였고 점검에 따라 불법 행위에 연루된 공인중개사에 대해서는 관련 법령에 따라서 엄정 조치할 계획입니다. 수사를 의뢰한 위반행위 중에선 무등록 중개가 41건으로 가장 많았습니다. 컨설팅업체로부터 리베이트를 받고 세입자가 악성 임대인과 계약하도록 유도한 경우도 5건 적발됐습니다. 이번에 적발된 한 공인중개사는 높은 전세금을 받은 뒤 바지 임대인 에게 소유권을 이전하는 방식의 전세 사기에 가담한 혐의로 적발돼 경찰 수사를 받게 됐습니다. 최근 피해자들의 극단적인 선택이 잇따르고 있는 인천 미추홀구 사례들입니다. 중개보조원과 중개알선인 등 무자격자가 중개행위를 하면서 계약서 작성 대가로 공인중개사에게 일정 금액을 제공하는 위반 행위도 적발됐습니다. 국토부는 이번 점검 결과를 토대로 오는 7월까지 전세사기 의심거래 점검 지역을 수도권에서 전국으로 확대해 공인중개사 3 700여 명을 대상으로 특별점검을 진행하고 있습니다. 이동우입니다. 이동우 . . 영상편집 김희정 그래픽 강민수 당신의 제보가 뉴스가 됩니다 카카오톡 검색해 채널 추가 전화 02 398 8585 메일 . . 기사 원문 . . . 0102 202305301656557234 제보 하기 . . . . 유튜브 채널 구독 . 5 무단 전재 및 재배포금지
2610,2023-05-30,UCG9aFJTZ-lMCHAiO1KJsirg,바지 집주인과 짜고 리베이트…'전세사기' 의심 중개사 99명 적발 [MBN 뉴스7],앵커멘트 전세사기가 무차별적으로 확산한 이면엔 중개사들이 있었다는 의혹 조사해보니 사실이었습니다. 악성임대인 물건을 중개한 중개사 절반 가까이가 중개사법을 위반한 것으로 드러났는데 임대인과 짜고 바지 집주인에게 소유권을 넘기거나 중개보조인이 계약하는 걸 방치했습니다. 배준우 기자입니다. 기자 전세사기 피해자들은 계약 과정에 의심쩍은 측면이 있었음에도 공인중개사가 안심해도 된다며 사기를 도왔다고 토로합니다. 인터뷰 안상미 미추홀구 전세사기 피해대책위원장 임대인 부동산 공인중개사 중개보조인 공무 관리업체까지 피의자가 50여 명이 넘고 한 60명 가까이 되는 그 사람들이 공모한 . 인터뷰 전세사기 피해자 일주일 뒤에 얼굴도 모르는 바지사장으로 변경됐고 그 뒤로 부동산 압류랑 세금체납이 걸렸습니다. 의혹이 커지자 국토교통부는 악성임대인 소유 주택의 전세계약을 2번 이상 중개한 수도권 중개사 2백여 명에 대해 특별점검에 들어갔고 조사결과 41 인 99명의 중개사가 108건의 위반행위를 한 것으로 드러났습니다. 집주인과 짜고 전세계약을 한 뒤 바지 임대인에게 소유권을 넘겨 보증금을 가로채는가 하면 중개보조원 등 무자격자가 중개행위를 하고 수수료를 받기도 했습니다. 인터뷰 중개보조원 부동산은 비율제 입금제가 있어요. 비율제는 네가 얼마를 하든 광고비 내가 대주고 7대3 5대5. 입금비는 네가 알아서 다 하고 나한테 한 달에 50만 원 100만 원만 줘라. 국토부는 적발된 108건의 위반행위 중 53건을 경찰에 수사의뢰했고 1건은 등록취소 28건을 업무 정지하기로 했습니다. 또 점검지역을 전국으로 확대해 7월까지 중개사 3 700명에 대한 2차 점검을 진행해 관련법에 따라 조치할 방침입니다. 뉴스 배준우입니다. 21 . . 영상편집 오광환 유튜브 구독하기 . 6 유튜브 커뮤니티 . . 1 페이스북 . . 인스타그램 . .
2617,2023-05-30,UCvH0WFOZpygQbfZ1i4j-TEA,"[투자 이야기꾼, 경제마을 홍반장] 통과된 전세 사기 특별법, 전세 제도 없어질까? #hug #부동산 #미국 #금리 #공인중개사 #전세사기 #루마니아 #월세 #빌라왕 #깡통전세",0 00 5 03 한국 전세 제도가 전 세계 유일한 점 5 03 11 03 박정희 정권의 건설자본과 민간 금융 11 03 20 58 전세사기의 4가지 유형 20 58 25 48 전세 시장 위축으로 전세 제도 없어질까 지식이 돈이 될 수 있는 평생 경제 교육원 투자캠퍼스 폭넓은 전반적인 경제 금융 지식을 풀어드립니다 재미는 크게 없을 수 있지만 투자에 도움이 되실 겁니다. 혹시 실수가 있으면 댓글로 언제든지 올려주세요 상담문자 010 7424 6213 각종문의 . . 경제 투자 금융 경제상식 경제지식 투자캠퍼스 부동산 은행 공인중개사 전세사기 루마니아 월세 빌라왕 깡통전세 젠트리피케이션
2606,2023-05-30,UClhMlW1WO0Ly4vixNSKpcBA,공인중개사 김밥스가 본 전세사기 사태에 대하여 2 (전세사기 유형),안녕하세요 공인중개사 김밥스입니다 요즘 전세사기가 사회적으로 큰 이슈입니다 이 사태에 대해서 제가 아는만큼 정보를 전달하려고 합니다 두번째 시간으로 전세사기 유형에 대해서 알아보겠습니다 다른 궁금하신 내용이 있으시면 언제든지 메일주세요 . . 인스타 . 공인중개사 김밥스가 본 전세사기 사태에 대하여 1 전세제도란 . 2 0 공인중개사 김밥스가 본 전세사기 사태에 대하여 2 전세사기 유형 . 44 4 공인중개사 김밥스가 본 전세사기 사태에 대하여 3 전세사기 예방 . 9 공인중개사 김밥스가 본 전세사기 사태에 대하여 4 제도개선 .
2619,2023-05-30,UCqdNP20Fms_nHlUbi1pF0iA,"전세사기, 깡통전세 사회적 재난에 대한 빈민사목위 입장",지난 5월 25일 여야의 극적 합의가 이뤄진 전세사기 특별법 이 오는 6월 1일 잠정 시행을 앞두고 있습니다. 전문가들은 전세사기 피해자들에게 주거안정에 큰 도움이 될 것이라고 환영했는데요. 반면 피해자들은 반쪽짜리 특별법이라고 반발하는 목소리도 만만치 않습니다. 서울대교구 빈민사목위원회가 전세사기 깡통전세 사회적 재난에 대한 입장문을 최근 발표했습니다. 주요 내용 이힘 기자가 정리했습니다. 방송선교 후원 060 706 1004 한 통화 5 000원 060 706 4004 한 통화 10 000원 060 706 9004 한 통화 30 000원 후원문의 매일미사 지향 신청 1588 2597 . . . 2 . 200 3 0 4 카카오톡 플러스친구 가톨릭의 눈으로 세상을 바라봅니다. 유튜브 채널을 구독하세요.
2618,2023-05-30,UCAVIfs9U_yhPL234y2V2e4g,"?? 20대 필수시청! 첫 자취집 구할 때 조심해야 할 것들 | 전세사기, 깡통전세 예방법 ⚠️",이 영상은 집품 어플의 유료광고가 포함되어 있습니다. 안녕하세요 여러분 옌마드입니다. 오늘은 처음 집 구하시는 분들이 놓치기 쉬울만한 것들 그리고 주의해야할 것들에 대해 이야기 해봤어요 제가 겪은 썰들도 같이 풀어봤는데 재밌게 들어주셨으면 좋겠고 집 알아보시는 분들께 도움이 되었으면 좋겠습니다 우리 모두 좋은 집 안전하게 구하자구요 그럼 돌아오는 한 주도 같이 화이팅 00 00 인트로 01 12 집 구할 때 중개사는 절대 알려주지 않는 것 01 48 현재 제가 살고 있는 오피스텔의 단점 02 59 혁명적인 어플 집품을 소개합니다 04 15 거주지 항목별 평가 확인하기 04 30 요즘 난리인 전세사기 어떻게 예방할까 05 20 집품 보증금 위험 분석 리포트 06 13 전세 보증보험 가입 여부 확인까지 07 25 리포트 분석 비용 구독자 할인 프로모션 집품 링크 . 구독자분들을 위한 1000원 추가 할인 프로모션 쿠폰코드 옌마드 12 쿠폰 등록 방법 내정보 프로모션 코드 입력 . . 1107 협업 문의 및 제안 1107 . 비즈니스 전용 메일 주소입니다. 메일 회신은 채널 담당 매니저님이 대신 하고 계시며 개인적인 질문 및 고민상담은 답변 드리지 못하는 점 양해 부탁드립니다.
2634,2023-05-30,UCMLJc_D3jgFcS_48G7i4V0A,"[성공예감 이대호입니다] 1부 풀영상 | 전세사기 피해방지앱 달라지는 점 | 7개 농축수산물 수입관세 대폭 인하 | 삼성전자, 자가 수리 프로그램 도입 | KBS 230531 방송",2023년 5월 31일 성공예감 이대호입니다 1 1 97.3 월 금 09 05 10 53 1부 오늘의 경제 뉴스 브리핑 전세사기 피해방지앱 달라지는 점 7개 농축수산물 수입관세 대폭 인하 고령의 여성 등기임원 수 변화 삼성전자 자가수리 프로그램 도입 등 경제 뉴스 브리핑 고란 기자 알고란 백상경 기자 동아일보 핫이슈 인터뷰 유니폼 그 불편한 진실 업무에 임하는 여성 승무원 유니폼 논란 인권위 및 국회 에서의 개선 권고 움직임 유니폼 의 정확한 역할과 목적 박혜원 교수 창원대 의류학과 트렌드 팔로우 사진 에 진심인 세대 네컷사진 인기 이유와 과거 스티커사진과 다른 점 아날로그 실물 사진에 대한 관심도 증가 사진 관련 마케팅 및 사업 아이템 등 정은우 센터장 대학내일 20대 연구소 1라디오 라디오 라디오 시사라디오 1 성공예감이대호입니다 성공예감 이대호
2633,2023-05-30,UCIvwdx6nCpysQto1gzVm4Rw,믿는 도끼에 심장 찍혀…공인중개사 99명 ‘전세사기’ 적발 [정다운의 뉴스톡 530],뉴스톡 정다운의뉴스톡530 전세사기 전세사기가담 공인중개사 앵커 정부가 전세사기를 뿌리 뽑겠다면서 범죄행위자에 대해서 전방위로 압박을 가하고 있죠. 오늘은 전세사기에 가담한 것으로 의심되는 공인중개사에 대한 특별점검 결과를 발표했는데요. 수도권에서만 100건이 넘는 위반행위가 적발이 됐습니다. 관련 내용 국토교통부 출입하고 있는 이준규 기자와 자세히 들여다 보겠습니다. 노컷뉴스 보기 노컷뉴스 홈페이지 . . . 정다운의 뉴스톡 530 . . . 27333 9 노컷브이 . . 제보 안내 노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우 사건사고와 미담 등 모든 얘깃거리를 알려주세요. 이메일 . . . . 정다운 앵커 카카오톡 노컷뉴스 사이트 . 71
2632,2023-05-30,UCiwQRG2sCcfjKkgxMEdJGPg,[#실화탐사대] 저는 장애보다 전세 사기가 더 무섭습니다 #엠뚜루마뚜루 #엠트루 MBC230525방송,변화무쌍한 세상 속에서 빛의 속도로 쏟아지는 수많은 이야기 중에 실화여서 더욱 놀라운 진짜 이야기 를 찾는 본격 실화 탐사 프로그램 실화탐사대 는 목요일 밤9시 방송됩니다 본방을 다시보고 싶다면 . . ... . . ... 의 따끈따끈한 영상을 내 맘대로 편하게 즐기는 채널 엠뚜루마뚜루 구독하기 . . 엠뚜루마뚜루 엠뚜루마뚜루 엠트루 실화탐사대 신동엽 박지훈 이여영 장애 전세사기
2630,2023-05-30,UCbdeHam35cqnRNdVT3Y0ldg,전세사기 지원 특별법 의결 | 총리실TV #shorts,전세사기 피해를 입은 서민과 청년들이 큰 어려움을 겪고 있습니다. 국토교통부 금융위원회 등 관련 관계 부처는특별법 지원 내용들을 신속히 집행해 주시기 바랍니다. 특별법 주요 지원대책 . . . 53066 0 6 4 5881 4 0 237 7 2023.05 26 53066 0 6 4 5881 4 0 237 7
2629,2023-05-30,UCCvSbH8KIJeu-sSHSUqx7sw,[장대장TV ] 수도권 입주폭탄.. 위험한 지역은? | 부동산투자 | 부동산상담 | 장용석 | 장대장 | 부동산임장 | 부동산세금 | 수도권입주 | 신규입주 | 경매 | 전세사기,복잡한 부동산 정책 세법 지역적 분석등 의사결정 전 최고의 부동산 전문가들과 상담을 받으시기 바랍니다. 오늘방송 주요내용 03 30 부천 송도 눈물의 마피 사라졌다 09 55 구독자 상담 광명 철산동 하안동 2주택 전망 상담 17 40 수도권 1만708가구 입주 위험한 지역은 25 53 역전세 금리인하 부동산시장 좌우할 변수는 35 07 오세훈표 여의도 1200 용적률 37 45 임영웅 51억 전액 현금 39 26 1명 사는 울릉 죽도에 9억 투입 장대장부동산그룹 인재채용중 다양한 부문에서 채용중에 있습니다. 많은 관심과 지원 부탁드립니다 자세한 내용은 아래링크에 들어가서 확인 바랍니다 . . . 후원은 장대장 컨텐츠 제작에 큰 도움이 됩니다 우리은행 1005 102 638388 예금주 장대장부동산그룹 우리은행 1002 153 966076 예금주 장용석 매주 화요일 부동산 상담 문의 02 3444 5008 02 3285 5033 이메일 938938 . 이메일 문의 시 연락처도 꼭 기재해주세요 카카오톡 채널 장대장부동산그룹 검색 대표블로그 . . 938 대표홈페이지 . . . 장대장 장용석 부동산투자 재테크 입방 부동산플랫폼 부동산전문가 부동산상담 소액투자 부동산전망 내집마련 고금리 부동산대출 채권 금테크 미분양 위축지역
2628,2023-05-30,UCTHCOPwqNfZ0uiKOvFyhGwg,전세사기 특별법 국무회의 통과…내일 시행 / 연합뉴스TV (YonhapnewsTV),전세사기 특별법 국무회의 통과 내일 시행 정부는 어제 30일 한덕수 국무총리 주재 국무회의에서 전세사기 피해자 지원 특별법 을 의결했습니다. 이 법은 내일 1일 공포 시행됩니다. 한 총리는 여전히 많은 분이 전세사기로 고통을 느끼고 있어 죄송스러운 마음이라며 피해자가 하루빨리 다시 일어설 수 있도록 각 부처가 지원을 신속 집행해달라고 당부했습니다. 방현덕 기자 . . 전세사기 특별법 국무회의 연합뉴스 기사문의 및 제보 카톡 라인 23 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
2623,2023-05-30,UChlgI3UHCOnwUGzWzbJ3H5w,전세사기 의심거래 가담 공인중개사 99명 적발 / YTN,국토부 전세사기 의심 중개사 242명 특별점검 악성 임대인 주택 2번 이상 중개한 중개사 대상 앵커 최근 사회문제가 되고 있는 전세 사기 과정에서 공인중개사들이 사기범들과 합세해 피해를 키웠다는 지적에 따라 정부가 전세 사기 의심 공인중개사에 대해 특별 점검을 벌였습니다. 242명을 대상으로 조사한 결과 41 인 99명의 위반행위 108건이 적발됐습니다. 이동우 기자가 취재했습니다. 기자 국토교통부가 지난 2월 말부터 이번 달까지 전세 사기 의심 공인중개사 242명을 대상으로 특별점검을 벌였습니다. 이른바 빌라왕 등 악성 임대인 소유 주택의 임대차 계약을 두 번 이상 중개한 수도권 소재 공인중개사등이 점검 대상입니다. 점검 결과 이들 중 99명 약 41 가 공인중개사법 위반 행위를 한 것으로 드러났습니다. 정부는 적발한 위반행위 108건 중 53건에 대해선 경찰에 수사 의뢰했습니다. 또 등록취소 1건 업무정지 28건 과태료 부과 26건 등 행정 처분도 내렸습니다. 박동주 국토교통부 부동산개발산업과장 국토부는 최근 전세사기 사건이 빈발함에 따라서 전세사기 의심 공인중개사에 대해서 특별 점검을 실시하였고 점검에 따라 불법 행위에 연루된 공인중개사에 대해서는 관련 법령에 따라서 엄정 조치할 계획입니다. 수사를 의뢰한 위반행위 중에선 무등록 중개가 41건으로 가장 많았습니다. 컨설팅업체로부터 리베이트를 받고 세입자가 악성 임대인과 계약하도록 유도한 경우도 5건 적발됐습니다. 이번에 적발된 한 공인중개사는 높은 전세금을 받은 뒤 바지 임대인 에게 소유권을 이전하는 방식의 전세 사기에 가담한 혐의로 적발돼 경찰 수사를 받게 됐습니다. 최근 피해자들의 극단적인 선택이 잇따르고 있는 인천 미추홀구 사례들입니다. 중개보조원과 중개알선인 등 무자격자가 중개행위를 하면서 계약서 작성 대가로 공인중개사에게 일정 금액을 제공하는 위반 행위도 적발됐습니다. 국토부는 이번 점검 결과를 토대로 오는 7월까지 전세사기 의심거래 점검 지역을 수도권에서 전국으로 확대해 공인중개사 3 700여 명을 대상으로 특별점검을 진행하고 있습니다. 이동우입니다. 이동우 . . 영상편집 김희정 그래픽 강민수 당신의 제보가 뉴스가 됩니다 카카오톡 검색해 채널 추가 전화 02 398 8585 메일 . . 기사 원문 . . . 0102 202305302203001247 제보 하기 . . . . 유튜브 채널 구독 . 5 무단 전재 및 재배포금지
2626,2023-05-30,UCkinYTS9IHqOEwR1Sze2JTw,'허덕허덕' 고금리 · 전세사기 불안…도움은 여기서! / SBS / 친절한 경제,앵커 친절한 경제 권애리 기자 나와 있습니다. 권 기자 전세 사기 위험이 있는 집인지 미리 확인해 볼 수 있는 앱 이야기군요. 정부가 지난 2월에 출시한 게 있었는데 이게 좀 더 실제 도움이 되는 방향으로 바뀌었다고요 기자 그렇습니다. 오늘 자세히 보여드릴 겸 말씀드리려고 합니다. 앱스토어 가시면 주택도시보증공사 에서 만든 앱이 있습니다. 아이콘이 이렇게 생겼습니다. 이 앱을 내려받으시면 오늘 31일 낮 12시부터 볼 수 있는 것들 일단 가장 주목되는 것은 세입자가 내가 세 들 집주인이 믿을 만한 사람인지 그걸 자기 휴대폰으로 찾아볼 수 있게 됐습니다. 같은 앱에서 지금까지는 집주인과 세입자가 한자리에서 만나서 집주인 휴대폰에 깔린 앱으로 확인하는 것만 가능했던 게 바뀐 겁니다. 온라인 등기부 등본 떼듯이 아무 집이나 해볼 수는 없고요. 개인정보 문제가 있으니까 집주인 동의는 필요합니다. 집주인이 세입자가 요청해서 발송된 알림톡에 동의를 하면 세 들 사람이 자기 휴대폰에 깔린 앱으로 그동안 이 사람이 세금 밀린 건 없나 보증사고 냈던 건 없나 확인해 볼 수 있는 겁니다. 안심 임대인 인증서 라고 모범 집주인에게 인증서도 발급되는데요. 이거는 평가할 이력이 있는 그러니까 기존에 임대이력이 좀 있는 사람들의 경우에 모범적인 이력이면 발급받을 수 있습니다. 그러니까 인증서가 있어야지만 믿을 수 있는 집주인은 아닙니다. 하지만 임대업을 해왔다거나 그동안에도 세를 많이 준 듯한 집주인이 이런 인증서까지 갖고 있으면 좀 더 안심이 되겠죠. 지금처럼 세입자가 집을 골라갈 수 있는 분위기에서는 집주인도 인증서를 갖춰두는 게 좀 더 임대 놓기 쉬워지는 조건으로 작용할 수도 있을 겁니다. 앵커 최근에 전세 사기 사건들에서 특히 위험에 많이 노출됐던 다세대 주택 신축 빌라들 관련해서 안전장치도 생긴다고요 기자 새로 지은 빌라에 준공 한 달 전 시세 정보를 볼 수 있습니다. 그런데 신축 빌라는 사실 실제 시세는 없는 거죠. 그런 집에 적당한 금액보다 더 큰 보증금을 주고 입주했다가 사기를 당하는 경우가 전세 사기의 좀 대표적인 사례였습니다. 그래서 부동산원이 선정한 공인중개사가 새 집의 잠정적인 시세를 미리 평가하게 하고 부동산원 검증을 거쳐서 평가액을 시세 정보로 공개하겠다는 겁니다. 신축 빌라에 전세 계약을 하면서 이 정도 보증금이면 괜찮을까 헷갈릴 때 참고가 되는 가격을 공개해 놓겠다는 거죠. 기존에는 준공 후 한 달 시세만 앱으로 볼 수 있었는데요. 준공 후 한 달이면 이미 계약 다 하고 입주했어야 할 때죠. 너무 늦습니다. 위험한 집은 계약 전에 알아야죠. 적정한 보증금을 추산할 때 유용한 이 시세정보는 전국의 빌라들 빌라들 뿐만 아니라 아파트와 오피스텔까지 전국 1천252만 호가 공개됩니다. 다만 집마다 따로따로 등기를 칠 수 없는 다가구주택은 여전히 시세 조회가 어렵습니다. 앵커 전세 사기 피해 이제 정말 없었으면 좋겠습니다. 다른 앱 정보도 좀 알려주시죠. 신용대출을 받을 때 나에게 제일 좋은 조건을 찾아서 다른 상품으로 갈아타는 게 오늘부터 무척 쉬워진다고요 기자 기존에도 이미 금리 비교 앱들 많이 쓰시죠. 오늘부터 달라지는 건 비교에 그치지 않고 비교를 했으면 스마트폰 안에서 바로 내 기존 대출을 나에게 조금 더 유리한 대출로 갈아타는 게 된다는 겁니다. 크게 두 가지 방법이 있습니다. 토스 나 핀다 같은 기존의 대출 비교 앱이나 은행 모바일 뱅킹 같은 기존의 금융사 앱들 일단 이 둘 중 하나를 열어야 하는데요. 신용대출부터 오늘은 일단 됩니다. 그리고 여기서 헷갈리지 말아야 할 것도 크게 두 가지가 있습니다. 토스나 핀다 같은 기존의 대출 비교 플랫폼. 여기서는 여러 금융사들 상품의 대출 금리와 조건을 한 자리에서 비교한 다음에 갈아탈 수 있는데요. 내가 우리나라에 존재하는 모든 상품들의 조건을 봤다고 생각하시면 안 됩니다. 해당 플랫폼과 제휴가 된 금융사들 상품만 한자리에서 모아보는 개념입니다. 그러니까 플랫폼마다 좀 다를 수가 있는 겁니다. 두 번째 처음부터 특정 은행 앱으로 들어가서 보시는 경우에는요. 이를테면 은행에 대출에 있고 은행 앱으로 들어갔다. 그러면 은행 대출을 대체할 만한 더 좋은 상품이 있는지 은행의 대출상품들 중에서만 찾아봐준다는 겁니다. 지금 화면에 보여드리는 7개의 대출비교 플랫폼들 오늘부터 여기 열어보시면 대출 갈아타기 화면이 생겨 있을 거고요. 내 금융정보에 대해서 제공 동의 절차를 마치고 신용대출부터 하는 거니까 내 소득 조건 같은 정보들도 입력해야 됩니다. 그러고 나면 중도상환수수료까지 감안해서 나한테 현시점에서 제일 유리한 금리를 주는 대출 찾아볼 수 있고요. 바로 갈아탈 상품을 계약하면 기존 대출은 자동으로 갚아지는 겁니다. 앱이 익숙지 않은 분들은 은행지점 직접 방문하시면 해당 은행 상품 중에서 가장 유리한 금리를 안내받을 수 있습니다. 더 자세한 정보 . . . 1007211140 친절한 경제 기사 모아보기 . . . 10000000091 뉴스 전세사기 허그 뉴스 채널 구독하기 . . . 뉴스 라이브 . . . . . . 뉴스 제보하기 홈페이지 . . . 애플리케이션 뉴스 앱 설치하고 제보 . . . 카카오톡 뉴스 와 친구 맺고 채팅 . . 페이스북 뉴스 메시지 전송 . . 8 이메일 8 . . 문자 6000 전화 02 2113 6000 홈페이지 . . . 페이스북 . . 8 트위터 . . 8 카카오톡 . . 인스타그램 . .
