,작성일,작성자,내용
11982,2023-05-18,Hurphist,이재명 대표는 윤 대통령의 공약에 따라 여야는 상임위에서 간호법안을 처리했는데 대통령은 공약을 지킬 수 없는 객관적 사정이 전혀 없는데도 공약을 어기고 국회가 처리한 간호법에 거부권 행 .
11983,2023-05-18,mylifenoproblem,간호법 한번 막아줬으니 찍소리 못하겠지
11984,2023-05-18,telavi93,나경원 주어가 없다. 전주혜 간호법 공약이 없다. 국민을 개돼지로 알기에 . 93 1658976213459951617 1
11985,2023-05-18,reeeedtoma,근데 준법투쟁이라는말... 진짜 슬프고 화나지 않아... 솔직히 간호법 이렇게 거부권 개지랄떨어서 간호사분들이 총파업을해도 이상하지 않은 상황인데... 준법투쟁을 하겠다고 하시는게... 법만 지키겠다고했는데 의료에 큰 차질이 예상되는게 이상하지않냐고
11980,2023-05-18,BBB_a_am_a,2023 05 18 08시 실시간 이슈 1 간호법 2 남태현 3 하트시그널4 4 우승 스킨 5 밀란 6 분노의 질주 7 이성만 8 9 구찌 10 류현진
11986,2023-05-18,KKK35123,간호협회 윤 간호법 공약이 가짜뉴스 반박 자료 충분해 한판승부 . 0
11988,2023-05-18,giantand12_123,골프 잘치는 의사들 없어지겠네 간호법 제정 거부로 여러가지로 사용자인 개업의들 고생좀 시키겠네 골프장 못가서 어쩌나
11989,2023-05-18,Happy_Attack777,간호법 생기면 간호사가 간호일만 집중해서 할 수 있는데 멍청이들은 지들 일자리 빼먹는다고 생각함 오히려 지들이 일 할 수 있는 범위가 더 넓어지는데 진짜 멍청한것 같음
11990,2023-05-18,diotimes_com,윤 대통령 간호법 거부권 행사에 간호협회 준법투쟁 선언 . . 2820154 디오타임스 디오타임스뉴스 디오타임스신문 뉴스속보 최신뉴스 뉴스 신문
11991,2023-05-18,hkh43935722,직장에서 회사나 상사의 업무지시가불법이면 직무 거부를 하지못하는가 간호법이 의사와 간호사의 동반업무가 되지 못하는가 두직무가 부딪혀 갈라지는건 너탓 내탓하며 이혼하는 부부와 같다 정부는 명확한 해결책 내놔야한다 급한 환자 죽기전에.
11992,2023-05-18,TVChosunNews,윤석열 대통령이 간호법에 대해 거부권을 행사한 지 하루 만에 간호협회가 준법투쟁을 시작했습니다. . . 2023 05 18 2023051890010.
11993,2023-05-18,cheoladian,속보 거짓이 더 진실같아 보일 때 윤대통령은 . 3 1 간호법 제정의 속내와 배경을 잘 풀어놓은 영상임.
11994,2023-05-18,rjackfrnrwjddnj,팬데믹 능가하는 쓰나미 올 것 ...간호법이 절실한 이유 포스트잇 . 1 0 출처
11987,2023-05-18,agtyummy,지금의 간호사가 임병리사가 해야되는 일이랑 의사가 해야되는 일 등을 하고 있으니까 간호법을 해달라는거 아니냐고
11834,2023-05-18,dkfmzn,소아과 응급의학과가 사라진 나라의 의료 체계는 어떻게 돌아갈가 간호법
11778,2023-05-18,Ki_DDang,근데 간호법은 제정되어야 함 방사선사 고용하기 싫어서 인건비 드니까 엑스레이 기계 사놓고 간호사보고 찍으라고 시키는 경우 개많음 거짓말같죠 우리나라 현실임
11832,2023-05-18,decon_tracte,나라가 무슨 권리로 해외 취업의 자유를 막지 해외 취업 안 시키고 싶었으면 의식 개선하고 싶었으면 적어도 간호법이라도 통과시켰어야지 사고 치고 사과하는 것 좀 그만해라 방법을 알려 줘도 걷어찬 건 정부입니다
8334,2023-05-18,ekgib,윤석열 대통령이 간호법 제정안에 대해 재의 요구권 거부권 을 행사한 것에 반발해 대한간호협회가 업무 외 의료행위 를 거부한다고 밝혔습니다. 간호법 거부권 대한간호협회 준법투쟁 경기일보 . . 20230517580203
8333,2023-05-18,dreamgogo,윤석열이 간호법 제정에 거부권을 행사했습니다. 벌써 두 번째 거부권 행사인데요. 놀라운 것은 간호법 제정 이 자신의 대선 공약이었다는 겁니다. . 1658984580291100674 1
8332,2023-05-18,Teodora_37,사실 어느나라 가든 간호사면 대졸자 전문직인데... 간호사의 권리를 보장하라는 간호법도 굥 맘대로 없애고 간호조무사는 간호조무사와 간호사의 업무를 명확히 구분 하려 하니까 간호법 반대하고 의사는 범죄 경력 있으면 의료인 면허 박탈하자는 것 때문에 간호법 반대하고
8331,2023-05-18,fass9,간호사들의 불법의료 거부는 뭐 솔직히 그동안 불법적 의료 행위를 도왔다는 자기고백 아닌가.. 간호법이 의료법에 명시된 간호사의 업무범위를 명확히 하는 것이라면 간호법 추진 단계부터 의사의 불법의료를 거부하고 하는 움직임이 있었야지.. 시기가 너무 안맞잖아..
8330,2023-05-18,fass9,그리고 의료기사들의 업무를 시켰다는 것은 의사들이 의료기사법을 어겼다는 것이고 그들을 채용하지 않았다는거잖아.. 돈때문에.. 솔직히 간호법때문에 간호사들이 의료기사 업무를 할 수 없게되면 의료기사들의 채용기회가 더 늘어나는거 아닌가 그런데 왜 의료기사들은 간호법을 반대하지
8329,2023-05-18,fass9,보건복지부에서 의료기사법을 어긴 병원에 대한 조사는 하지 않겠지 솔직히 간호법이 부결되어야 할 이유를 모르겠지만 그렇다고 간호법이 통과되어야 할 이유도 모르겠다.. 간호법인지 간호사법인지 명확히 해야할 거 같다.. 간호조무사가 있으니까..
8328,2023-05-18,kimsungju,간호사 처우 개선하겠다며 간호법 거부 말이 됩니까 김성주 간호법 . 8 8
8327,2023-05-18,saalmanhaji,동감이예요. 우린 인간이니 그 인정 필요합니다. 간호법 은 절대 그 의사의 밥그릇을 침해하지 않을 뿐더러 그 도 인정합니다. 네 어쏘리티 필요하죠. 그저 의료인의 다른 한 축인 간호사 들은 간호법으로 일하면서 물도 마시고 화장실도 제 때 가고 싶다는 겁니다.
8326,2023-05-18,saalmanhaji,2004 드릴 말씀은 너무 많고. 장황할 수 밖에 없습니다. 그리고 말씀을 듣다보니 저희 간호사들만 아니라 의사샘에게도 도리어 해법이 될 수 있는 법이라는 생각이 듭니다. 간호법이요. 간호법이 모두 제 자리를 찾는데 모퉁이 돌 시금석이 될 것입니다.
8325,2023-05-18,nocutnews,간호법 간호사 윤석열 윤석열 대통령이 간호법 거부권을 행사하면서 간호사들의 분노가 들끓고 있다. . . . 5945457
8324,2023-05-18,yunjaegug8039,믿는 윤에 발등 찍힌 간호사들 2023 총선 블랙리스트 만든다 . 9 2 간호법 거부 후폭풍 일파만파 간호협회 간호법 파괴한 정부 여당 인사 투표로 심판 정부 간호사들 이전처럼 환자 곁 지켜주길 현장 간호사 찾아 어려움 청취하며 뒷수습 급급
8323,2023-05-18,saalmanhaji,2004 현 의료법과 노동법 안에서 해결되었다면 여기까지 안왔습니다. 정. 말. 로. 요. 간호법에 민노총 녜 서울대 간호사 중 저 민노총에 드가 젊은 치기로 으쌰하는 친구들 압니다. 그게 이젠 신경림체제가 종료된 간협에까지 들어가 있구요. 간호법은. 절대 의사의 권리를 침해할 수 없는 이유가
8322,2023-05-18,saalmanhaji,2004 그리고 주장하시면 되고 의 이 주장만 했더니 아무것도 안되서 이렇게 허접한 간호법이라도 밀고 있는 겁니다. 대통령이 나중에 공약집에 안 넣었다고 간호법 약속은 없었다며 저러니까요.
8321,2023-05-18,aaokl,3 우리 자기 쉬즈엠디 대 교수겸 대학병원 의사 에게 간호법 통과는 인간의사 필요없이 4차산업혁명 의료계 의사만 필요하고 이 의사 행사하며 할 수 있다는 것이다 간호법이 통과 됐다치자 인간의사 없다 위기때 의사한테 수술 맡겨 봐 수술은커녕 인간 심장 간 빼먹지 않는 게 다행이다
8320,2023-05-18,aaokl,5 우리 자기 쉬즈엠디 대 교수겸 대학병원 의사 에게 더불어민주당 간호법 통과가 숙원이고 대한간호사협회도 그런데 간호법이 통과 돼 대한의사협회 인간 의사 필요없어졌다 응급상항이 발생했다 이때 4차산업혁명 의료계 의사 사단 수술 맡겼다 인간 환자 간 쓸개 안 먹은 게 다행이다고
8335,2023-05-18,Hyungday,국민의힘 의원들 대다수가 간호법의 취지를 이해를 못하는 것 같다는 생각이 듭니다. 수준이 낮아서 이해를 못하는 건지..아니면 말로만 국민의 건강권을 얘기하는 건지.. 재대로 지식을 갖춘 의원들이 없는 것 같네요. 정말로 간호법이 단순히 처우개선 때문이라고 생각하세요
8336,2023-05-18,GUFFSEXPUFF,간호법으로 말 만튼데 으사협회랑 머 보건계열 쪽인가 하여간 간호사만 빼고 다 모이서 밥그릇 투쟁이랍시고 집회인지 하여간 간호법 반대한다꼬 씨부리는기 영판 나라 살릴라믄 국힘 밀어야 된다는 틀딱이랑 다를바가 읍씀 으사협회랑 붙어묵꼬 조탑시고 나서는 보건계열 타과 학생분덜 정신차리소
8338,2023-05-18,1bunnuna,대한간호협회에서 간호법 관련해서 겸힘 인터뷰를 편집해서 올리셨는데 나도 겸힘을 보고 간호법이 뭔지 알게됨. 언론이 자기 할일을 제대로 하지 않으니... . 1 1658851032779087873 1
11732,2023-05-18,0_won_2___,이게 당연한 건데 의사가 본인 할 일까지 오더 내려서 간호사들이 하고 있는 게 현실 당연히 이거 불법이어서 이 과정에서 사고라도 터지면 다 간호사가 뒤집어 써야 하는데... 간호법 제정으로 이거 막으려고 하는 건데
11749,2023-05-18,yiabb,간호법 거부권 대규모 집회 앞두고 교육부 대학당국 압박 정황 출처 한겨레 네이버 뉴스 . 2 2
11748,2023-05-18,yamatetan1g,간호사의 업무를 규정하는 간호법이 왜 의료인간의 신뢰와 협업을 깨트린다고 주장하겠냐 생각을좀해라 빡추들아
11747,2023-05-18,_ziiu___,거기다가 간호법 이슈 열밖에 안남 흑흑
11746,2023-05-18,Baeekidfghqwett,. . . 191799 간호조무사도 반대하는 간호단독법 간호법 제정 간호조무사 반대로 명분 퇴색 간호계 의견 일치후 법제정 요구가 바람직 대통령실 윤석열 김건희
11745,2023-05-18,heim0725,뭔 그돈받아다가 내한테 해준게 뭐있냐고 온갖 병원 기관 교수들 이해관계나 봐주느라 정신없지 간호법 이슈 나오기 전까지 십년간 진짜 무용지물이란생각밖에 안들엇던 그나마 보수교육이런것도 강사 알바자리 주려고 정해놓은건가 그랫을정도
11743,2023-05-18,BBB_a_am_a,2023 05 18 22시 실시간 이슈 1 날씨 2 맨시티 3 뷔 제니 4 김태우 구청장 5 인어공주 6 김선교 7 흰개미 8 하트시그널 9 간호법 10 밀란
11742,2023-05-18,morae3566,간호법 지지합니다
8319,2023-05-18,burn_in_hell17,2023.05.19 2시부터 경기도간호사회 간호법 거부권 행사 규탄 총궐기대회 열립니다 간호사가 환자를 위한 간호에만 집중할 수 있게 다른 직군과 적법하게 업무분장을 할 수 있도록 간호법에 관심 있으신 선생님들 많관부 많관부 참가신청 . . 1 2 19 8 3 9 11 . 17 1659034917471420416 1 . 17 1659034917471420416 1
11741,2023-05-18,printercable,간호법 거부권 대규모 집회 앞두고 정부 대학당국 압박 정황 . . . 1092410.
11739,2023-05-18,Iamkcmdes,새로 법을 만드는 것은 인생만큼 어렵고도 힘들더라. 무엇보다 그 법의 효과성 또는 실효성 분석을 위한 입법 평가가 어렵더라. 각 조항의 법적 타당성 안정성 및 실효성 등을 검토하는 것이 말처럼 쉽지 않더라. 사후적 입법평가는 더욱 어렵더라. 간호법 도 그와 같은 절차를 거쳤으리라 믿는다.
11738,2023-05-18,onlyyesu8282,민주당 박광온 윤대통령 간호법 제정안 거부권 행사에 사회 갈등 증폭시킬 뿐 어떻게 보시나요 이혜라 . 출처
11737,2023-05-18,Suck10Ceki,시선집중 간호법 거부권 에 준법투쟁 나선 간호사들...구체적 행동은 탁영란 대한간호협회 부회장 라디오 230518 방송 . . 1 8
11736,2023-05-18,halbaesarang,아 518에 생일인 거지언니입니다. 이번 생일선물은 특별히 굥이 그 자리에서 내려오고 간호법 통과되는거로 받고싶군요. 둘다 주세요 아직 38분이나 남았으니 늦지 않았습니다.
11735,2023-05-18,bottomupatonce,여물고 간호법 내놔 간호사 파업
11734,2023-05-18,NewyorkHarley,정부 정책 홍보보다 공약파기와 그 뒷처리에 대한 입장표명이 있어야 합니다. 간호법에 대해 관심이 없던 제가 봐도 저건 사기잖아 라는 생각이 드는데 이러면 누가 대통령을 믿겠습니까 빨갱이나 간첩잡아야 하니까 믿고 따라야 하나요 한국자유총연맹 회원이었던 제가 대통령을 믿지 못합니다
11733,2023-05-18,bottomupatonce,신뢰 협업 이미 깨졌어 간호법 반대 8개 직군 회장 의사 이필수 조무사 곽지연 치과의사 박태근 방사선사 한정환 병리사 장인호 요양보호사 김영달 응급구조사 강용수 정보관리사 백설경 . 1659070433650708480 10 6 62 6 3 6
11740,2023-05-18,knuepck,간호협회 간호법 거부권 행사 규탄 1차 단체행동 돌입 .
8318,2023-05-18,aphex2,긴급 간호법 제정 서명운동 촉구 아래 간호법 제정 서명에 지금 바로 동참해주세요. 간호사 친구가 널리 퍼뜨려 달라고 하네요. . 461 4 5 7
8317,2023-05-18,JinxNo13,대선이 끝난 굥 과 국민의짐 에게 간호법 제정은 당연히 관심 밖이죠. 굥이 간호법 제정에 거부권을 행사 했고 간호사가 단체 행동에 나서면 수구 언론을 통해 간호사 가 업무 거부로 의료 서비스에 문제를 유발해서 국민의 건강을 해친다.. 는 식의 기사 내보낼껍니다. 제 돈 500원 겁니다. . 13 1659056706763227136 1
8316,2023-05-18,Lavenderrabbite,간호법 제정된다고 의료서비스를 받는 입장에서는 바뀌는거 없습니다 간호법은 의사를 비롯하여 모든 의료종사자들의 업무를 침해하지 않고 오로지 간호사의 업무 만 할 수 있게 해달라는 것 더 이상 더 많은 간호사 인력이 의료현장에서 벗어나지 않도록 간호사의 법을 만들어 달라는 것입니다
8294,2023-05-18,Pinkjelly_cat,144210911 간호법 제정은 간호사의 처우개선만을 위한것이 아니고 처우개선은 간호의 질을 높이기위해 당연히 선행되어야 하는 것 뿐이잖아요. 간호법이 간호사들만 좋으려는게 아니라는겉 강조하기위해 말하지 않았을까 싶은데.. 기자가 말을 저렇게 옮겨놔서 원문이 궁금하네요.
8293,2023-05-18,bottomupatonce,지랄말고 간호법내놔 간호사 파업 간호법 반대 8개직군 의사 회장 이필수 조무사 회장 곽지연 치과의사 회장 박태근 방사선사 회장 한정환 병리사 회장 장인호 요양보호사 회장 김영달 응급구조사 회장 강용수 정보관리사 회장 백설경
7843,2023-05-18,VanFaren,간호법은 죄가 없다 현직 교수가 지적하는 증폭된 불안감 의 정체 간호법 간호사만 챙기는 법 아냐...국민들 제대로 간호받도록 하는 법 간호법이 갈등 제공 기존에 있던 업무 범위 갈등 터진 것 간호사 단독 개원 은 터무니없는 주장...지역사회 병원 독자 개업 불가 . . 20230517204539273
7842,2023-05-18,sisaweek,윤석열 대통령이 두 번째 재의요구권 거부권 을 행사한 가운데 국회로 돌아온 간호법 제정안이 야권 주도로 재표결 될 것으로 보인다. 간호법 민주당 국민의힘 윤석열 거부권 여야 입장차만 확인한 간호법 제정안 . . . 204882
7841,2023-05-18,sull90239782,간호법 뜻 간호법 내용 간호법 논란
7840,2023-05-18,KyuniminiS2,5월 16일 국무회의에서 윤석열대통령은 끝내 간호법에 대한 거부권 행사를 천명하였습니다. 정부는 100년을 지나 또 지난 2년간 추위와 더위 속에서 간호법 제정을 호소해 온 우리 62만 간호인을 끝내 저버렸습니다. 아래 간호법 제정 서명에 지금 바로 동참해주세요 . 461 4 5 7
7839,2023-05-18,ossalp,간호법 제정 서명운동 촉구 5월 16일 국무회의에서 윤석열대통령은 끝내 간호법에 대한 거부권 행사를 천명하였습니다. 아래 간호법 제정 서명에 지금 바로 동참해주세요. . 461 4 5 7
8295,2023-05-18,heon_jeo,오늘 토크에서 간호법 이야기도 나왔는데 이번 간호법의 골자는 간호사들이 지역사회에 나가 의사의 영향 아래가 아니어도 의료행위를 할 수 있다는 내용이 핵심이었다고 한다. 나도 이걸 오늘에야 알았어...무산된 이유는 결국 이런 변화를 반대하는 세력이 거셌던 거겠지...
7838,2023-05-18,_cherryade_,긴급 간호법 제정 서명운동 촉구 5월 16일 국무회의에서 윤석열대통령은 끝내 간호법에 대한 거부권 행사를 천명하였습니다. 국민건강을 위해 꼭 필요한 법임을 다시 한번 국민들에게 알려야 할 때입니다. 아래 간호법 제정 서명에 지금 바로 동참해주세요. . 461 4 5 7 . 1659065816011411459 1
7836,2023-05-18,sn_yul20,5월 16일 국무회의에서 윤석열대통령은 끝내 간호법에 대한 거부권 행사를 천명하였습니다. 정부는 100년을 지나 또 지난 2년간 추위와 더위 속에서 간호법 제정을 호소해 온 우리 62만 간호인을 끝내 저버렸습니다. 간호법은 국민법 착한법으로 국민건강을 위해 꼭 필요한 법입니다
7835,2023-05-18,yamyam1016,한 번씩만 부탁드립니다 긴급 간호법 제정 서명운동 촉구 간호법은 국민법 착한법으로 국민건강을 위해 꼭 필요한 법임을 다시 한번 국민들에게 알려야 할 때입니다. 아래 간호법 제정 서명에 지금 바로 동참해주세요. . 461 4 5 7
7834,2023-05-18,PNNEWS_TK,면허증을 반납하고 대리수술 지시를 거부하고. 대구 간호사들도 대통령 간호법 거부에 반발해 단체행동 중입니다. 내일은 상경투쟁을 벌입니다. 간호법 재추진 대구 간호사들 면허 반납 불법지시 거부 . . . . 20238 대한간호사협회 간호법 거부권 윤석열 대구 . 1659129791310856192 1
7833,2023-05-18,somson_wondu,의사영역에 손 뻗기 싫어서 간호법 만들어달라는겁니다. 제발. 제발. 제발. 의사 업무 간호사한테 떠밀지 말라고. 그리고 간호 조무사 영역 제한 대체 어디서 듣고온 말임 조무사의 대체 어딜 제한함 간호법 읽어봤나요 어디서 읽고옴 발의한 곳에서 한 자도 빠지지 않은 그대로의 간호법
7832,2023-05-18,new_1550,이 계정에선 즐거운 내용만 담고 싶었지만 긴급 간호법 제정 서명운동 촉구 간호법은 국민법 착한법으로 국민건강을 위해 꼭 필요한 법임을 다시 한번 국민들에게 알려야 할 때입니다. 아래 간호법 제정 서명에 지금 바로 동참해주세요. . 461 4 5 7
7768,2023-05-18,werulethewaves,간호법 제정 서명에 동참해주세요 . 7 1 8 간호법 제정 추진 범국민운동본부에서는 간호법 제정을 위한 서명운동을 진행하고 있습니다. 간호법 제정으로 간호사들이 국민과 환자들의 생명과 안전을 지킬 수 있도록 서명에 동참해주시기 바랍니다.
11995,2023-05-18,BBB_a_am_a,2023 05 18 07시 실시간 이슈 1 한소희자백의대가 2 나쁜엄마 3 하트시그널4 4 아이유 5 간호법 6 박나래 7 서민재필로폰혐의 8 남태현 9 손흥민 10 뉴욕증시부채한도상승
7837,2023-05-18,bottomupatonce,2 타 후보도 간호법 공약하셨고 누구든지 간호법 제정에 목소리를 높이며 간호협회 방문하셨다면 간호사들은 지지했을겁니다 국가중 유일하게 간호법이 없는 후진국이라서요 대한민국은
11750,2023-05-18,Naveronica1,313 이번 기회에 그동안 힘들고 현실적인 문제로 넘기면서 묵인했던 것도 제대로 짚고 반성 할 건 했으면요. 전 간호사 처우 개선에 대해선 적극 찬성이예요.저 지랄맞은 간호법을 반대 할 뿐.
8296,2023-05-18,Hye__87,내가 며칠째 계속 간호법 뉴스랑 윤석열 볼 때마다 한숨쉬고 꿍시렁거리니까 엄마가 이젠 간호법의 간 만 스치듯 나와도 채널을 돌리고 윤 얼굴 나온다 싶으면 바로 채널을 돌려버린다 하
8298,2023-05-18,muncan76,간호법의 대의가 뭐냐면 국민들에게 양질의 의료 혜택을 제공 하기 위함임 따라서 교육 수준이 낮은 간호조무사에게 국민 간호를 맡길수 없다임 간협의 실제 주장 그럼 간호조무사의 학력을 높히고 교육을 시켜 수준을 끌어 올려야지 근데 간호법은 그 반대로 학력을 낮추려고 함
8315,2023-05-18,Mng_10,간호법 제정되면 간호사가 의료 기관을 설립하게 된다고 떠들어 대는 것들은 뭐지 간호법이 무슨 도깨비 방망이야
8314,2023-05-18,KoreanRNnurse,대회원 성명서 간호법 거부권 행사에 대하여 반드시 책임을 묻겠습니다 대통령의 거부권 행사는 국민과의 약속을 파기한 것이며 반드시 정치적 책임을 물을 것입니다 대한간호협회 간호법 거부권행사 반드시 책임묻겠습니다 대회원성명서 . 1659069169432944651 1
8313,2023-05-18,KoreanRNnurse,학생 성명서 간호법 거부권 행사에 대하여 반드시 책임을 묻겠습니다 대통령의 거부권 행사는 국민과의 약속을 파기한 것이며 반드시 정치적 책임을 물을 것입니다 대한간호협회 간호법 거부권 행사 반드시책임을묻겠습니다 예비간호사 간호대학생 . 1659070429108248576 1
8312,2023-05-18,Iamkcmdes,간호법 통과를 진정 원하시거든 고운 말 사용하시라. 겸손하시라. 입에 거품을 물지 마시라. 반말로 입 쳐닫으라 고 핏대를 세우면 이긴 것 같지만 사람들은 속으로 웃으며 떨어져 나가 결국 적이 되고 만다. 간호법의 당위성에 대해 담담하게 조곤조곤 말씀하시라. 그리하면 이길 것이다.
8310,2023-05-18,sn_yul20,긴급 간호법 제정 서명운동 촉구 아래 간호법 제정 서명에 지금 바로 동참해주세요. . 461 4 5 7
8308,2023-05-18,muncan76,인력 부족 신입 간호사들 들어와도 씨발 몇년내에 그만 두게 만드는게 태움 문화잖어 그렇게 휴직한 간호사들이 현업에 복귀 하기 싫어 하는 것도 태움 문화 때문이고 씨발 그게 간호법이 없어서라고 간호법 보단 직장내 괴롭힘에 대한 처벌 강화가 더 도움 될거 같은데
8297,2023-05-18,highhepes,간호법 제정 서명은 100만명을 목표로 계속 진행합니다. 아래 간호법 제정 서명에 지금 바로 동참해주세요. . . 1 5 1 7 6 7 7 부탁합니다
8307,2023-05-18,meung_eee,헛소리 레전드 국민을 위해 간호법 제정하자니까 국민 건강은 그 어느 것과도 바꿀 수 없댄다 그냥 간호법이 뭔지를 모르는 듯 . 1659118888695762945 1
8305,2023-05-18,impeachyoon,단독 정부 간호법 집회 앞두고 학생 동원 확인하라 논란 출처 서울경제 네이버 뉴스 . 2 윤석열정부 간호법 간호사
8304,2023-05-18,muncan76,간호법에 태움을 근절시킬 법안 없음 간호사 처우를 개선할 법인도 없음 있는건 간호사의 영역 확보 뿐 간호법이 제정 되더라도 태움은 근절 안되고 되려 더 심해질걸 간호사에게 의사와 동등한 권력 까지 주어지니 간호사 처우 개선할 가장 확실한 방법은 의료 민영화여 미국예 들던데 그게 맞지
8303,2023-05-18,bottomupatonce,너 와이프랑 이혼부터 해 처제가 불쌍하니까 태움을 근절시킬 법 간호법 간호사 처우를 개선할 법 간호법
8302,2023-05-18,Rebirth_REBI,76 하지만 근본적으로 법과 수가라는 한정적인 틀 안에서는 인력으로 할 수 있는 이상의 개선이 어렵죠. 그래서 간호법을 원하는 거고요. 간호법을 원하는 건 대다수가 말해서 보셨겠지만 간호사가 하지 않 못 하는 일들을 간호사에게 시키지 못하게 하기 위함입니다.
8301,2023-05-18,n2o200701,씨발 진짜 매년 내는 회비 안그래도 좆같은데 이딴 소리나 하고있다...... 간호법이 간호사를 위한 법이어야 맞지. 간호법에 간호사의 처우개선까지 포함되야 맞는거지 간협 제정신이세요 정신차려요 진짜 대가리가 다들 꽃밭인가 뭐 하나 주고 하나 받기 뭐 그런거임 지랄적당히좀
8300,2023-05-18,glassbead12345,간호법이랑 태움이 대체 뭔상관임 간호법 제정된다 한들 태움은 안없어질거 다 안다 반대도 마찬가지
8299,2023-05-18,cmcjeiekdjjd,조규홍 복지부 장관은 지난 24일 국회 보건복지위원회에 출석해 간호법의 국회 본회의 통과에 신중론을 펴면서도 간호법에서 지역사회라는 것이 목적에 들어간다고 해서 달라질 것이 별로 없고 어차피 의료법을 개정해야 한다 고 말한 바 있다. 다만 의협 등은 이 규정과 관련해 일단 법이 제정되면
8306,2023-05-18,bongiove2135,인용 알람이 늦게 떴네요 말씀해주셔서 감사합니다 여담이지만 간호법 제정안에 대해서 정확하게 알 수 있는 곳이 있을까요 응급구조학과를 다니고 있는 학생인데 간호법에 대해서는 자세하게 설명을 안해주셔서 답답하더라구요 편하게 스루 하셔도 괜찮습니다.
11751,2023-05-18,hi_smile_0,딸이 간호사. 경력 2년을 2달 앞두고 포기. 간호사 자격증으로 다른일 하고있지만 지금에서 근무환경 개선 없다면 다신 병원으로 돌아가지 않는댄다. 1년 넘게 어떻게 일해왔는지 알기에 난 아무소리 못했다. 그래도 이번에 굥의 간호법 거부권행사 보고는 민주당 가입하드라.
11752,2023-05-18,didithethinker,간호법 거부권 대규모 집회 앞두고 정부 대학당국 압박 정황. 약자 탄압과 착취만큼은 진짜 꼼꼼하고 악착 같은 이번 정권. . . . 1092410.
11753,2023-05-18,kzaanfever,윤석열이 간호법 제정안거부권 행사 에 대해 전국의 간호사들 준법 투쟁에 나설 것 19일 전국민 규탄대회 개최한다 대리처방과 수술 등 의사의 불법 의료행위와 지시 거부하고 간호사 면허증 반납운동 벌이겠다 . . 67283 . 1659179903064100865 1
11811,2023-05-18,reniarbon,리 지들 입장에선 이게 더 급한 안건이었을 건데 대체 왜 간호법 저지에 몰빵한거임
11810,2023-05-18,koreaTIOT,이권 다툼 만 남은 간호법 논란 내 생명 살릴 의사 사라진다 중앙일보 . . . 25163303 의사들이 소극적 진료를 한다. 적극적 진료를 하다 실패하면 보호받지 못하기 때문이다. 의사가 보호받지 못하면 환자들은 제대로 된 의료 서비스를 받을 기회를 박탈당한다.
11809,2023-05-18,a01086147617,간호법은 지역사회 간호 라는 명분으로 환자들에게 질 낮은 의료서비스를 할 위험이 숨어있다. 그 피해는 국민이 받는다. 간호사 처우개선은 의료법 안에서도 얼마든지 가능하다. 환자 입장에서는 전문지식을 가진 의사의 지도하에 시행하는 진료보조 간호를 통해 보다 나은 진료를 받기를 원한다.
11808,2023-05-18,bottomupatonce,76 태움 원인 간호법이 없어서 태움에 문화같은 말 붙여서 왜곡하지마 틀딱아
11807,2023-05-18,RN_yeon,그래놓고 간호법 거부하면 의사들 하는거 하나부터 열까지 다 안도와주고 우리는 우리일만 할테니 니네는 니네일만해. 의사잡인데도 인턴이 부족하단이유로 신환입원하면 설문지 간호사가 돌리면 안되냐고 물어봤다는데 얼척이 의사잡인데 계속 주지마. 니네일은 니네가해. 우리도 안하고싶어.
11806,2023-05-18,iwannabe_a_rock,계정 본질과 관계 없는 트윗 죄송합니다. 현재 아래 링크에서 간호법 제정 촉구 서명을 받고 있습니다. 서명 완료까지 1 2분 남짓밖에 걸리지 않습니다. 간호사 분들이 보다 나은 환경에서 근무하실 수 있도록 잠시만 시간을 할애해주신다면 감사하겠습니다. 알티 부탁드려요. . . 1 5 1 7 6 7 7 . 1659123859419983872 1
11805,2023-05-18,Jfuad1988,간호법 반대한 대가를 의사들이 이렇게 치르네. . 1988 1659125729039355904 1
11812,2023-05-18,yoon20220511,단독 간호법 거부권 규탄 4만명 집결 앞두고 교육부 경찰 학생 동원여부 파악해달라 논란 . 5 경남 경북 충남 등 일부 지역 관할경찰서 정보과는 간호대학 교수 조교 학생회장 등에게 개별적으로 집회 참석 여부를 묻는 전화를 돌리고 있는 것으로 파악됐다.
11804,2023-05-18,bottomupatonce,7301 아 네 간호법 지지해주셔서 감사합니다
11802,2023-05-18,pururung717,정부 간호법 집회 앞두고 학생 동원 확인하라 논란 한국간호대학과장협의회에 따르면 경남 경북등 일부 지역 관할경찰서 정보과는 간호대 교수 조교 학생회장 등에게 개별적으로 집회 참석 여부를 묻는 전화를 돌리고 있는 것으로 파악됐다. 씨발 그냥나라 망하자 뭔 미래가 있냐 이딴 나라에 . 717 1659128819293519873 1
11801,2023-05-18,jaesu_is_retry,당장 간호법 외치는 내 주변 간호대 학생들만 해도 파란당 지지하는 사람들이 훨 많은데 ...
11800,2023-05-18,KK_S915,간호법 어떻게 되려나 또 양곡법처럼 되려나 이번엔 2 3이가 찬성해야 의결될텐데 지금 의석수보면 답없는데
11799,2023-05-18,BBB_a_am_a,2023 05 18 18시 실시간 이슈 1 날씨 2 맨시티 3 뷔 제니 4 인어공주 5 김선교 6 김태우 구청장 7 간호법 8 하트시그널4 9 우승 스킨 10 밀란
