,작성일,작성자,제목,내용
181,2020-08-26,UCIuDua3JS1-m9zi4CuAqBVw,[팩터뷰]몇 살까지 청년이야?ㅣ#청년정책ㅣ#경기도_청년비서관ㅣ#모경종ㅣ#MC장원,경기도의 모든 것을 팩트체크 한다 오늘의 팩터뷰 주제 나이아가라 경기도 청년은 몇짤 경쟁률 106 1를 뚫고 스펙으로 뽑힌 나이가 살짝 의심되는 청년비서관 출연 경기도의 청년정책은 지금 바로 영상에서 확인하자 이쯤에서 알아보는 경기도 청년정책 뽀개기 청년기본소득 만 24세 3년이상 경기도 거주 합산 10년 이상 경기도 거주 청년 분기별 25만원 연간 100만원 지급 4분기 신청은 10월 11월 예정 청년면접수당 만 18 39세 면접 1회당 3만 5천원 최대 21만원 최대 6번까지 지원 1차 신청자들은 9월 내 지급 계획 2차 신청접수는 9월부터 청년복지포인트 만 18세 34세 경기도 청년 노동자들의 복리후생과 처우 개선을 위해 연간 120만원 포인트 지급 경기 청년몰에서 자유롭게 사용 자세한 내용은 경기청년포털 사이트 . . . 경기도 일자리플랫폼 잡아바 . . 영상보고 경기도 청년정책 확인하세요 경기도 청년 파이팅
180,2020-08-29,UCJPKwEaRF5KTaHp2FPnQBvQ,[청년정책X인싸담당자] 국민내일배움카드가 궁금하다고? 담당자 불러서 물어봤음!! (feat.로봇 사무관 님),직무능력 키우고 싶을 때 필요한 직업훈련 그런데 비용이 만만치가 않아 걱정인 취준생 현직자 있다고 직업훈련비용 확 줄여주는 국민내일배움카드 담당자가 직접 모셔서 싹 물어봤음 영상 내 8월 개편사항도 포함되어 있습니다 신청은 여기서 . 3 46 인싸담당자 유튜브 채널 . . 4 7 5
179,2020-08-31,UCQ7DKcCnOem99oWQBshIeXg,"광주청년일경험드림이라고 아시나요? 청년에게는 좋은 일자리를, 드림터에겐 좋은 청년을 서로 매칭해주는 최고의 광주 청년 정책 !! 집중해서 봅시다 !",이 영상은 광주청년센터 정책커즈 의 활동을 바탕으로 제작되었습니다 오늘은 저희 오로지 스튜디오가 현재 엄청나게 혜택을 보고 있는 광주청년 일경험드림이라는 정책을 소개하기 위해 오로지 뉴스로 가져와봤습니다. 드림청년 19세이상 34세이하의 광주광역시에 주민등록이 되어있는 미취업 청년으로 일경험드림사업에 선발되어 참여하는 자 드림터 광주광역시 및 광주 전남공동 빛가람 혁신도시와 인근 소재기업 등으로 수행기관의 기준에 적합하게 선발된 사업장 매니저 드림청년의 일경험 지원을 중심으로 본 사업을 실행하며 기 완료된 드림청년에 대한 사후관리를 하는 자 광주청년 일경험드림 홈페이지 .
178,2020-09-11,UCJPKwEaRF5KTaHp2FPnQBvQ,[청정톡] 내 손 안의 청년정책 선생님 '온라인청년센터 카톡 상담 서비스',내게 맞는 청년정책 정보 진로상담 이 필요하다면 당장 온라인청년센터 카톡 상담 받아보자 이용시간 있으니 꼭 확인 카카오톡 플러스 친구에서 온라인청년센터 검색 후 이용
177,2020-09-11,UC781gWkSBcWdOlKO5Sie6jQ,"용인시 청년정책 앞광고* "" 00 인턴 진행시켜! """,때는 2020년 뒷광고가 판을 치던 시기에 대팔이는 용인시 청년 정책 앞광고를 사주받아 미션을 해결하기 위해 유투브를 찍게 되는데... 용인 00인턴 청년정책 청년공공인턴 인턴사원모집 궁금한 사항은 인스타 주세요
176,2020-09-13,UCuH0h3EVpSc_wTwIgodSO-Q,"[용산] 청년정책 거버넌스사업 추진…2억 4,500만 원 확보",용산구는 서울시의 자치구 청년정책 거버넌스 사업비 2억 4천 500만 원을 확보했습니다. 제안 사업은 청년정책 협력적 거버넌스 운영과 청년 와이낫 프로젝트 알아두면 쓸데 있는 청년 잡학사전과 청춘 3길까지 모두 4개로 모두 선정됐습니다. 용산구가 확보한 사업비는 서울시의회의 예산 심의를 거쳐 연말에 확정됩니다. 청년정책 거버넌스 활성화 사업은 청년 자율예산제의 하나로 청년 정책 활동과 참여 기반 체계를 마련하기 위해 자치구와 함께 추진하는 사업입니다. 방송일 2020.09.11 딜라이브 서울경기케이블 지혁배 기자 . 제보문의 02 412 5200
175,2020-09-13,UCexUyFaq9YH7XJfCQzVR_jg,제1회 청년의 날을 맞이하여 준비한 청년정책 모음zip,2020년 1월 청년기본법이 국회를 통과함에 따라 매년 9월 셋째 주 토요일은 청년들이 직접 선정한 청년의날 올해는 9월 19일 토 이 청년의 날인데요. 이를 기념하여 온라인청년정책박람회 청년정책컨퍼런스 등 청년정책을 논할 수 있는 장을 마련했습니다. 자세한 내용은 아래 링크로 확인해주세요 .2030 . 다양한 교육이야기와 진로 교육비 대입 등 꼭 필요한 교육정보가 있는 교육부 채널 구독 및 좋아요를 꼭꼭 눌러주세요 교육부 홈페이지 . . . 교육부 블로그 . . 교육부 페이스북 . . 교육부 트위터 .
174,2020-09-17,UCPrUrELn0HR4B6dmpC-T3eQ,"서울시 청년정책, 청년청이 소개합니다!",제1회 청년의 날을 맞아 서울시 청년청이 소개하는 서울시 청년정책 영상으로 만나보세요 2020년 9월 19일 제1회 청년의 날을 진심으로 축하합니다 .2030 . 서울청년포털 . . . 서울청년생활 페이스북 . . . . 서울청년생활 인스타그램 . . . . ... 서울청년생활 네이버 포스트 . .
173,2020-09-21,UCsVjEtdviNb-iTtz5tYqHiA,"과천시, ‘청년정책 기본계획 수립’ 위한 연구용역 최종보고회 개최",과천시는 지난 18일 시청 대강당에서 김종천 과천시장을 비롯 과천시 청년정책위원회 위원 등 20명이 참석한 가운데 청년정책 기본계획 수립 을 위한 연구용역 최종보고회를 개최했다. 시는 청년정책 기본계획 수립을 위해 한국 응용통계 연구원을 통해 지난 4월부터 한국 응용연구 용역을 시작 5개월 동안 청년정책에 대한 향후 5개년 계획과 분야별 세부 과제를 도출해왔다. 최종보고서에는 청년이 가장 행복한 도시 과천 이라는 청년정책 비전 아래 일자리 행복 주거 행복 복지 행복 문화 행복의 4개 분야와 18개 세부 추진 과제 내용이 담겼다. 최종보고회에 참석한 청년위원들은 청년층 삶의 질 보장을 위해 취업뿐만 아니라 미래에 대한 준비 문화 여가 활동의 지원 등 종합적인 정책적 지원 대한 필요성에 공감하며 세부 추진 과제에 대해 의견을 제시했다. 시는 세부 보완 작업을 거쳐 연내에 과천시 청년정책 5개년 기본계획을 수립해 이를 바탕으로 연도별 추진계획을 세워 진행한다. 김종천 과천시장은 이번 용역에서 도출된 청년정책 기본계획안을 바탕으로 청년이 주도적으로 활동 가능한 정책을 시행해 청년이 가장 행복한 도시 과천이 될 수 있도록 노력하겠다 라고 말했다.
172,2020-09-22,UCsVjEtdviNb-iTtz5tYqHiA,"서울시, 청년정책의 새로운 패러다임 열어",서울시가 전국 지자체 최초로 청년정책 유공 대통령 표창을 수상하는 영예를 안았다. 지난 2015년 시는 청년 기본조례 를 제정하며 청년정책의 패러다임을 변화하기 위해 많은 준비를 해왔다. 먼저 2020 서울형 청년 보장 을 발표하고 서울 청년정책네트워크를 바탕으로 청년수당 희망 두배 청년 통장 등 미래세대를 위한 이례적인 시책 발굴에 앞장서왔다. 특히 시장 직속 행정집행조직 청년청 도 설치해 청년들이 직접 정책을 수립하고 논의하는 환경을 조성하며 청년들의 참여 영역을 확장시켜 호평을 받기도 했다. 이에 그 공을 인정받아 지난 19일 제1회 청년의 날 에 대통령 기관 표창을 수상하게 됐다. 김영경 서울시 청년 청장은 이 상은 청년들과 공무원 정치인 청년정책을 지지해준 모든 시민들 덕분이며 타 지자체의 모범이 되어 서울시에서 획기적인 청년 정책을 지속하겠다 라고 전했다.
171,2020-09-22,UCh6FOwygaCPmcd6dFohbaFA,과천시 청년정책 기본계획 연구용역 최종보고회,관내 청년들이 만족할 수 있는 청년정책 수립을 위한 과천시 청년정책 기본계획 수립 연구용역 최종보고회가 지난 18일 과천시청 대강당에서 있었습니다. 이날 청년정책 기본계획 최종보고회는 지난 8월에 열린 중간보고회에 이어 청년정책위원들과 전문가들의 의견이 반영된 최종보고회로 열렸습니다. 과천시는 그간 만 19세 39세에 해당하는 청년층을 위한 청년정책 마련을 위해 1 1 면접조사를 실시하고 진로와 구직지원을 비롯한 청년주거정책에 대한 수요를 파악해왔습니다. 이날 보고에 따르면 과천시의 청년인구정책팀을 확대해 인구정책팀과 청년정책팀으로 분리하고 효율적인 청년정책을 추진하는 것이 바람직하다는 제안이 있었습니다. 청년부채 완화와 청년인권보장 출산 육아 지원 정신건강지원 문화 공모전 추진 등의 신규사업 등이 제시됐으며 시는 이번 연구용역을 바탕으로 관내 청년들을 위한 청년 정책을 추진해나갈 방침입니다.
170,2020-09-23,UC5YKCgA3WR9NBQNQTs7BTsA,"취준생 여러분 이거...어려우셨죠..?  이제 저만 따라오세요! l 캐치가 알려주는 시사이슈,  스가총리로 보는 취업시장부터 청년정책과 자율주행차까지 l 위클리브리핑ㅣ",캐치 에 드디어 새 얼굴이... 취준생들 시사이슈 시사상식 일일이 정리하고 공부하는거 힘들었잖아요. 사실 그거 알고 데려온겁니다 한 눈에 정리하는 취준생 시사상식 00 22 사 스가 총리 당선으로 보는 일본 취업시장동향 02 30 50만원 받으러 청년특별구직지원금 03 57 내 만슬라는 어디로 오토파일럿 제휴 출연 문의 및 사연 제보 . 인사담당자 취준생 현직자 퇴직자 등 다 환영 위클리브리핑 취준상식 이슈
169,2020-09-25,UC3PmA-ZM0vjLUXcAYkWCiDw,제1회 청년정책 온라인 토론회,행사일시 2020년 9월 23일 수요일 19 00 20 30 참여대상 대한민국 청년 이라면 누구나 진행순서 19 00 개회선언 19 05 발제1. 이종선 양천상상마당 대표 발제2. 김동혁 서울시 청년정책 거버넌스 협력관 발제3. 문수훈 전무중력지대 양천 운영위원장 19 40 자유토론 채팅을 이용한 토론 20 25 폐회선언 설문지 작성 요청 설문지 구글폼 링크 . 청년정책토론회 설문지
168,2020-09-29,UCzteSXznVjwESizsCcSKSWw,글로벌 청년정책 컨퍼런스 [청년실험실] 2부,행사일시 2020년 9월 24일 목 2부 오후 4시 6시 청년 우리가 만드는 미래 청년 글로컬 공동체 주최 행정안전부 부산광역시 주관 사회적협동조합
167,2020-09-29,UCzteSXznVjwESizsCcSKSWw,글로벌 청년정책 컨퍼런스 [청년실험실] 1부,행사일시 2020년 9월 24일 목 1부 오후 2시 4시 청년 우리가 만드는 지역 청년 글로컬 공동체 주최 행정안전부 부산광역시 주관 사회적협동조합
166,2020-09-29,UChqGvsUJKv4d9zIkmIUda8Q,"의정부시, 청년정책 아이디어 공모전 실시",불안정한 일자리 머나먼 내집마련 이 시대 청년이라면 누구나 고민할 수 있는 문제점이죠. 의정부시가 청년들이 겪는 이 문제들을 함께 고민하고 해결해나가기 위해 특별한 아이디어 공모전을 개최했습니다. 어떤 내용인지 살펴보시죠. 의정부시가 9월 21일부터 10월 20일까지 청년정책 아이디어 공모전을 진행합니다. 이번 공모전은 의정부시 청년정책에 관심 있는 시민이라면 누구나 참여가 가능한데요. 공모전의 주제는 청년들의 고용과 창업 문화활동 주거지원 저출산 극복방안 등으로 자유롭게 선택할 수 있습니다. 담당자 인터뷰 심사위원단은 창의성 실현가능성 효과성 적용범위 계속성 등의 심사기준을 바탕으로 우수 아이디어를 선정할 예정인데요. 선정된 아이디어는 향후 의정부시 청년정책으로 반영돼 추진할 계획입니다. 신청방법은 참가신청서와 제안서를 작성한 뒤 우편 또는 이메일로 접수하면 되는데요. 신청서류들은 의정부시 누리집 공고란을 통해 확인하실 수 있습니다. 한편 의정부시는 청년문제를 해결하기 위해 꾸준히 노력해왔는데요. 청년들의 창업공간을 마련하는 청년몰 사업 청년들의 취업 및 창업 준비를 돕는 내일스퀘어 사업 등 다양한 청년사업을 추진해왔습니다. 앞으로도 의정부시는 청년들의 꿈과 함께 의정부시가 도약할 수 있도록 힘써나갈 계획입니다. 이번 공모전을 통해 어떤 참신한 아이디어가 발굴될지 또 그것이 실제 청년정책으로 이어져 이 시대 청년문제를 어떻게 시원 히 해결할지 벌써부터 기대가 되는데요. 우리 의정부시를 이끌어나갈 미래 성장동력 청년 이 청년들에게 관심 있는 분들은 고민말고 많은 지원 바랍니다. 지금까지 의정부 김예은이었습니다.
164,2020-10-08,UCJPKwEaRF5KTaHp2FPnQBvQ,[취준생 VLOG] 청년정책 정보 '온라인청년센터' 홈페이지 즐찾하면 끝!,내게 맞는 정책 정보가 궁금해 뉴스에 나온 정책 나도 신청할 수 있을까 청년을 위한 공간 어디 없나 등등 청년과 관련된 모든 정책 공간 정보 모두 찾을 수 있는 온라인청년센터 이렇게 활용해보세요
163,2020-10-12,UC3PmA-ZM0vjLUXcAYkWCiDw,제1회 청년정책 온라인 토론회,행사일시 2020년 9월 23일 수요일 19 00 20 30 참여자 사회자 한승욱 발제자 이종선 김동혁 문수훈 대한민국 청년 진행순서 1. 개회선언 2. 구청장 인사말씀 김수영 양천구청장 3. 발제내용 발표 이종선 양천상상마당 대표 김동혁 서울시 청년정책 거버넌스 협력관 문수훈 전무중력지대 양천 운영위원장 4. 자유토론 채팅을 이용한 토론 5. 폐회선언
