,작성일,작성자,내용
6695,2021-11-19,TypeNine,참고로 공식적으로는 10월 21일 시행된 스토킹범죄의 처벌에 관한 법률로서 처벌 가능함
8271,2021-11-19,stridingreno,또한 당사자가 공개를 동의하지 않은 개인정보를 타인에게 제공받아 사용할 경우 제공자와 사용자 둘 다 법적 처벌 대상이라는 점도 이 기회에 잘 알아두시기를 바라요. 당신이 하는 일은 요원이나 보안관 임무가 아니라 스토킹일 뿐입니다
8270,2021-11-19,ohhhh_2,누가봐도 윤석열이 더 최악인데 성폭력 무고 조항 신설한다잖음 이재명은 스토킹 처벌 반의사불벌죄 폐지한다하고 청소년 생리대도 지원한다잖음
6696,2021-11-19,allIaskofyou04,이게 성평등 여성 공약이야... 스토킹 처벌법이 반의사불벌죄조항 폐지는 스토킹 지지하는거야 누가봐도 범죄자한테 유리하잖아... 이게 성평등이야.. 성폭력범죄 처벌 등에 대한 특례법 무고 조항은.. 뭔데 또 뭐로 형량 줄이려고 하는건지
8269,2021-11-20,ummmmmnii,이 나라는 왜 스토킹에대한 처벌이 없지 분리도 없고 명확한 일처리도 못함
8268,2021-11-20,ewew_,스토커들은 진짜 싸이코들이 많기 때문에. 스토킹 신고가 들어가면 바로 수사들어가서 스토커가 맞다면 정신차리도록 처벌을해야됨. 저도 수년 전부터 데이트 폭력 못 막은 스마트 워치 ...보호대책 ... . 1
8267,2021-11-20,ewew_,스토커는 심각한 싸이코의 일종이기 때문에 조기에 강력 처벌을 해야됨. 애녜들 지능적이고 치밀한데다가 스토킹 대상을 종국에는 살해하는 것이 목적이 스마트워치로 신고했지만 곧장 피습 데이트폭력 신변보호 ... .
8266,2021-11-20,ghkrkaksma,여기서 최악은 스토킹처벌법 반의사불벌죄 조항 폐지와 성폭력범죄의 처벌 등에 관한 특례법 무고 조항을 같은 선상에 두는 니야
8265,2021-11-20,ghkrkaksma,푸른색 스토킹처벌법의 반의사불벌죄 붉은색 성폭력범죄의 처벌 등에 관한 특례법 무고 조항 신설 그 사이 3초 그 짧은 시간 공동체적 방식으로 해결
8264,2021-11-20,Ha0117Sang,결맞는년놈들끼리 씨 치고 타고 세계로 뻗쳐 기어들던 범죄로 내게 쳐들지말고 니들 안에서 뭘 피디를 하던 감독을 하던 오랜 빨대 조인택 스토킹 처벌 저지나 할 수 있게 사찰 정보 도움달라면 이어붙어 집단으로 환원해서 쳐먹는 사찰빨대 라이언...
6694,2021-11-20,sharpjeong,. 91 1461503202478604290 어떻게 저 인용을 보고 이런 결론이 나오는 건지... 이재명측 공약은 스토킹 피해자의 겉보기 처벌 요구와 무관하게 처벌이 가능해지도록 하는 것이고 윤석열측 공약은 성범죄 특례법에 무고죄라는 사슬을 더 달아 놓는 것인데 어떻게 둘이 같은 취급을 받을 수 있는가
8263,2021-11-21,yasyasyas94,1 사이버 스토킹으로 신고하면 되것네요 충분히 처벌가능합니다
8262,2021-11-21,Z0Dd8,고민정 블라인드 채용의 폐해 주뎅이론 민주주의 인민의 자유 어쩌구하면서 시진핑 김정은 등등 독재 추종하는 좌파들 주석론 생각이 나에 년아 스토킹방지법 음주운전처벌 강화법 등등은 왜 만들었냐 치열한 삶의 과정일 뿐인데 . 0 8 1462244799164022791 1
8261,2021-11-21,thomrang,놀랍게도 스토킹법이 어쩌구해서 스토킹처벌 접근금지명령떨어진대여 일단 증거자료들고 경찰서오래서 씨씨티비들고옴 . 1462286818733268998 1
8260,2021-11-22,YTN24,살해된 신변 보호대상... 접근 못 막은 스토킹 처벌법 . . . 202111220215430425 0103 018.
8259,2021-11-22,unecat,스토킹 데이트 폭력 교제 살인 등 경향성이 있는 범죄에 대해 대국민 교육 경찰 내 대책반 설립 강력한 법 집행과 그에 맞는 처벌 등으로 여성 혐오 범죄에 대응할 수 있습니다. 사적으로 일어나는 범죄에 대해서 어떻게 안전을 보장하냐구요 절도나 사기에 대해서도 같은 생각인지 안궁금하네요
8258,2021-11-22,sealofsouth,서병수 말고 국힘 서범수 의원 검색해보니 그양반이 냈네 오타 뭐냨 어쩐지 병수가 딱히 그쪽으로 관련있는 양반은 아니지 않나 했는데 범수가 경찰 출신이고 이름도 비슷해서 찾아보니 스토킹범죄의 처벌 등에 관한 법률안 법제사법위원회 2020 09 24 대안반영폐기
6266,2021-11-22,sealofsouth,2020년 6월 초에 스토킹방지법 발의하고 이수정하고 같이 나와서 스토킹 처벌법 필요하고 지금 법안도 더 개정해야한다고 꾸준히 하는 정춘숙 의원은 민주당에서 장식으로 있는거다 소리 듣고 의원도 아니고 자기가 한다고 난리치던 스토킹 방지법도 서범수가 국힘 의원 80몇명 데려다 9월 말에
6267,2021-11-22,yeonu451,스토킹 처벌법 이후 신고 건수 변화. 아직 시행 한달 정도인걸 감안 하루 신고24건 103건으로 급증. 스토킹에 대해 적극적으로 신고하겠다는 인식이 스토킹을 근절하는데 효과가 있을것으로 기대. . . . . . 2021 11 1088035
6691,2021-11-22,megaltomegal,건질 수도 있다고 했다 사람이 죽어나가는데 스토킹 처벌법 제정 20년 걸렸지 스토킹 지금도 친고죄지 피해자가 고소 의지를 유지하기 어려우면 범죄조차 되지 않음 남자들이 쌀을 줘도 밥 안 해먹고 김치를 줘도 썩혀 버린다 밀키트 밑반찬 갖다주자 난리임 좀 지나면 아주 떠먹여준다고 하겠네
6692,2021-11-22,Hh_hawwa,전남친이 스마트워치 착용한 피해자 살해한 사건 경찰들 존나 왔다리갔더리만 하고 제대로 업무 하나도 안 했는데 처벌 논의나 남경 무용론 하나도 안 나오네 이런 스토킹 데이트폭력 사건 처벌 존나 강화하고 무조건 여경들 한명 이상씩 배치하라고 저딴새끼들 사회에서 도움되는거 하나도 없다고
6693,2021-11-22,TjCcx9,신변보호 여성 살해 사건 강력처벌 신상공개 청원 1. . . 데이트폭력 데이트살인 신변보호 강력처벌 신상공개 스토킹처벌법 . 9 1462656065951055874 1
8257,2021-11-22,sealofsouth,2104200 스토킹범죄의 처벌 등에 관한 법률안 서범수의원 등 86인 근데 이 이후로 성폭력 관련 법안은 없네
6690,2021-11-23,kwhotline,가해자 처벌 피해자보호와 지원 인식개선이 함께 이루어져야 한다고 발언했습니다. 앞으로도 한국여성의전화는 여성폭력근절을 위해 스토킹 처벌법 보호법 개선을 위해 최선을 다하겠습니다 2 2
6265,2021-11-23,kwhotline,오늘 오후 2시부터 한국여성의전화는 한국여성정책연구원과 정춘숙 국회의원이 주최한 스토킹 처벌법 시행기념 스토킹 피해자보호와 지원 강화를 위한 입법과제 토론회에 함께했습니다. 토론자로 한국여성의전화 송란희 대표가 참여해 스토킹을 비롯한 여성폭력근절을 위해 1 2 . 1463055024590704640 1
8256,2021-11-23,akcn8989,층간소음 살인미수 40대 남성 스토킹 처벌법 위반 혐의 추가 다음뉴스 . . . 20211123133116287
8255,2021-11-23,MindPoverty,층간소음 흉기난동 사건 40대 스토킹 처벌법 혐의 추가 . . . 20211123133604419 미국처럼해라. 견찰서에서 피해보상하고 견찰개썅년놈들에게 구상권청구소송하는거 그래야 견찰들이 정신을 차림. 관두거나 투철해지거나 그리고보디캠꼭 다른 부서에서 전수검사해라. 개짓거리졸라게 하니깐두루
8254,2021-11-23,skvkfqnfwk,경찰 인천 흉기난동 40대에 스토킹 처벌법 위반 혐의 추가 . . 01 13
8252,2021-11-23,ganghwa_kickdol,연예 인천 층간소음 흉기난동 40대 피의자 스토킹 처벌법 추가돼 검찰 송치 예정 . 1
8251,2021-11-23,dailypop6603,팝콘뉴스 스토킹 처벌법 시행 한 달... 보완 필요 목소리 . . 30546
8250,2021-11-23,JD_1030,경찰 인천 층간소음 흉기난동 40대에 스토킹 처벌법 추가 출처 노컷뉴스 네이버 뉴스 . 393 8
8249,2021-11-23,yuyuyu4u,쌔빠지게 스토킹범죄 처벌법 만들어두면 뭐해 남경찰 잡놈들이 아무것도 안하는데
8253,2021-11-23,blazing__fire__,스토킹 살해사건에 관계 집착형 폭력에 별도 법 만들어 처벌 강화해야 청 청원 등장 . 40 1 피해자에 대한 심리 지원 또 가족의 신변까지도 고려 할 수 있는 강구책이 마련돼야만 한다 피해자가 원해야만 가해자를 처벌할 수 있는 반의사 불벌죄 조항도 개선이 필요하다 . 3 1463035771988824064 1
6264,2021-11-24,w3xSOu7bnbFPWf8,층간소음으로 갈등을 빚던 아래층 일가족에게 흉기를 휘둘러 구속 기소된 40대 남성이 우발적으로 범행했다고 주장했다. 인천 논현경찰서는 24일 살인미수 특수상해 스토킹 범죄의 처벌 등에 관한 법률 스토킹 처벌법 위반 혐의로 48 씨를 검찰에 송치했다고 밝혔다. . 3 7 8 1463454769742188547 1
8248,2021-11-24,s_dam01,해당 사건이 심각한 만큼 스토킹과 살인을 저지른 30대 남성 강력처벌 관련 청원에도 많은 관심과 공유 부탁드립니다 1. . . 602439 . 01 1463183569644183557 1
8247,2021-11-24,turtle0422,뉴스 8 스토킹 처벌법 한 달 가해자 적극 제재해야 8뉴스 뉴스 . . . . 1006544542
8246,2021-11-24,sbhkko,처벌 강화도 하고 내가 만나고 있는 사람이 스토킹 데이트폭행 전과 있는 사람인가 조회라도 할수 있게 해라 그거라도 하믄 그나마 그나마 그나마 거르지
8245,2021-11-24,lanotte702,데이트폭력 아니고 왜 스토살인이다. 이재명은 왜 조카에게 돌아가신 피해자를 스토킹 했단 사실을 은폐하고 교제했다고 거짓말하나 여전히 반성하지 않고 있는 이재명은 유족과 피해자분들을 모욕하는 허위유포로 처벌 받아야한다
6689,2021-11-24,lanotte702,데이트폭력 아니고 왜 스토킹계획살인이다. 이재명은 왜 조카에게 돌아가신 피해자를 스토킹 했단 사실을 은폐하고 교제했다고 거짓말하나 여전히 반성하지 않고 있는 이재명은 유족과 피해자분들을 모욕하는 허위유포로 처벌 받아야한다
6688,2021-11-24,lanotte702,데이트폭력 아니고 스토킹 계획살인이다. 이재명은 왜 조카에게 돌아가신 피해자를 스토킹 했단 사실을 은폐하고 교제했다고 거짓말하나 여전히 반성하지 않고 있는 이재명은 유족과 피해자분들을 모욕하는 허위유포로 처벌 받아야한다.
8244,2021-11-24,youwilldietmrw,스토킹 처벌법 통과되서 시행하는데 데이트폭력 교제살인이라고. 고인을 모독하고 있어.
6107,2021-11-24,sdmtong,스토킹은 범죄입니다 2021.10.21. 스토킹 범죄의 처벌 등에 관한 법률 시행 주변에 스토킹 행위로 고통받는 피해자가 있다면 스토킹이 범죄임을 알려주세요. 신고 112 상담 여성긴급전화 1366 전화 1366 지역번호 1366 카카오톡 상담 1366 온라인 상담 1366. . 1463395942095196162 1 . 1463395942095196162 1
6263,2021-11-24,Sung_A_ss,스토킹은 진짜 처벌 좀 씨게 받았으면 내가 살면서 그렇게 무서웠던적이 없었음 근데 아무런 처벌도 안받았고... 겁대가리 상실했다고 막 그랬던 사람인데 해 지고나면 혼자 있질못했음 근데 이게 왜 처벌이 안되냐고 물어보면 나한테 해를 끼친게 없어서래... 내 일상이 망가졌는데 해가 없나
8237,2021-11-25,dbwomenlink,최근 제정된 스토킹 처벌법 어디까지 알고 계시나요 세계여성폭력 추방주간 11월 25일 12월 10일 을 맞아 젠더에 기반한 여성폭력을 용인하는 일상의 성문화를 짚는 동북권 공동캠페인을 시작합니다. . 1463793990394953728 1
6683,2021-11-25,anatol_mouse,스토킹까지요 세상에 그냥 저 사람들이 숮 작가님 받으신 상처만큼만이라도 처벌 받았으면 좋겠어요 악플러들 솜방망이 처벌도 화나고 그냥 이 상황이 너무 슬퍼요
6684,2021-11-25,oak_roadblock,여튼 경찰서가서 조사만받아도 멘탈이 부들부들 손발이 나비나비 되는게 당연해요 특히몇몇은 스토킹수준으로 스토킹으로도처벌가능할듯합니다
6685,2021-11-25,uBSPjCVXdlANPXJ,성범죄 처벌에 진보 보수 폐미 반폐미가 어딨냐 안철수 잘하고 있다 안철수 성범죄 스토킹 강력 처벌 제2의 번방 막겠다 출처 이데일리 네이버 뉴스 . 5 0
6686,2021-11-25,jsggija,스토킹 범죄 살인 사건이 일어난 지 1주일째 입니다. 3월24일 11월7일.. 이날의 잘못이 없었다면 막을 수 있지 않았을까요 오늘의 한겨레 젠더팀 기사입니다. 피해자를 죽음에 이르게 한 책임은 스토킹 처벌법 안에도 현장에서 이 법을 적용하는 경찰에도 있었다. . . . 1020717. 1
8243,2021-11-25,SamSpadeInHell,당연히 흉악범이라도 변호 받을 권리가 있다 전두환도 조폭들도.. 하지만 전두환 변호하던 입으로 쿠데다는 엄히 처벌해야 한다고 하고 조폭 변호 하던 입으로 폭력없는 사회 운운하면 비웃음 당할 각오는 해야죠 스토킹 이중 모살을 변호하던 분이.. 데이트 폭력은 강력 처벌 운운하는 코메디..
8242,2021-11-25,tolltoll_,안철수 성범죄 스토킹 강력 처벌 제2의 번방 막겠다 출처 이데일리 네이버 뉴스 . 5 0
8240,2021-11-25,charlsjeong1,음주운전 전과자 후보내면 음주운전처벌강화를 주장하고 스토킹살해 변호한 후보내면서 여성폭력추방을 이야기하는 민주당
8239,2021-11-25,dlddu98,우리 정부에서 스토킹 범죄 처벌 강화했더니 여당 대선 후보가 스토킹하다가 일가족 잔혹 살해한 개버러지 조카놈 심신미약 주장하면서 변호하던 인간쓰레기라고 어떻게 말을 해
8238,2021-11-25,smilepsk,안철수 성범죄 스토킹 강력 처벌 제2의 번방 막겠다 출처 이데일리 네이버 뉴스 . 1
8241,2021-11-25,chang301411,안철수 성범죄 스토킹 강력 처벌 제2의 번방 막겠다 .. 강간죄 국민 정서와 동떨어져 세계 기준 맞춰야 한국형 전일제 학교 반값 공공 산후조리원 공약 . . . 018 0005094056
6262,2021-11-26,dbwomenlink,스토킹 처벌법 어디까지 알고 계시나요 남의 사적인 일 낭만적 행위 라고 용인하며 무심코 넘겼던 우리 일상 속 폭력의 모습을 다시 짚어봅니다. 폭력에 민감히 반응하는 주변인의 개입과 신고가 폭력을 중단시킬 수 있습니다. 스토킹 처벌법 을 자세히 확인해보세요.
8236,2021-11-26,i_poq_poq_i,제발 스토킹을 간단히 안봤으면좋겠다 이게 진짜 별거아닌것처럼 느껴져도 당하는 사람은 피를 말리고 스토커도 강도높은 처벌을 받지 않으면 괜찮은줄알고 그리고 괘씸해서 피해자를 더 괴롭히고 집착한다고
8234,2021-11-26,blazing__fire__,수신차단한 그놈에게서 쏟아지는 전화 스토킹 처벌은 어렵다 . 출처 중앙일보 판례가 쌓여야 기준이 만들어지는데 정착 초기라 이런 예외적인 경우에 대한 가이드라인은 없어 어려움을 겪고 있다 고 했다. 판례는 직접 만드는 거죠. 경력있는 신입 뽑는 소리 하지말고 . 3 1464159091899580417 1
8235,2021-11-26,ymlee79,전과4범이 놀림감이냐 인간 쓰레기라고 비토하는걸 놀림감이라는 단어로 별거 아닌양 하는 뻔한 수법. 조카 스토킹 살인 그것도 두명이나 살인한걸 데이트 폭력이라고 말장난 하는거랑 똑같은 수법 이재명 전과 4범이라 놀림받아..티끌 걸려도 태산같이 처벌 다음뉴스 . . . 20211126152409297
6681,2021-11-27,ghkrkaksma,웅웅 스토킹 처벌법은 그래서 누가 발의하고 통과시켰다 스토킹 처벌법 얘기하니까 왜 반의사불벌죄 얘기하게 늙은아 다 늙어서 정치혐오나 처하고 있으면 부끄러운 줄 알아라
6682,2021-11-27,nomorebujung,이대로라면 스토킹 방지법에 처벌 받는건 서섬아닐까 상대방이 원하지 않는데 카톡문자전화 지속적으로 하는게 스토킹입니다.
6261,2021-11-27,gusik_kk,니 논리대로라면 다같이 한건데 국회는 이날 스토킹 범죄의 처벌 등에 관한 법률 제정안 스토킹 처벌법 을 재석 의원 238명 중 235명의 찬성 반대 0명 기권 3명 으로 가결했다.
8231,2021-11-27,trex_pin,마지막 장에는 간단한 데이트 폭력 진단 리스트가 있음. 데이트 폭력 스토킹 여성혐오 범죄 처벌이 강력해지면 범죄가 줄어들 것 같지만 의외로 피해자가 살해당할 위험이 높아진다고도 했던 것 같다. . 1464598500008624137 1
8232,2021-11-27,ghkrkaksma,스토킹 처벌법 정의당이 발의했다고 박박우기고 민주당이 후속조치한 것도 모르면서 지랄하니까 니는 아는것도 없으면서 정치혐오 하냐했더니 엘리트주의랑 선민의식 진짜 어디서 다 늙은게 진보판에 기어들어가서 그 후레자식들 못된것만 배워옴
8233,2021-11-27,gusik_kk,스토킹 처벌법 갖고 얘기했더니 반의사불벌죄는 왜 가져오는거야 정의당 까려고 정의당 까든 말든 상관없고 니네당에서도 비동의강간죄 도입하겠다고 하면 됩니다.
8230,2021-11-28,showurjeongche,스토킹처벌법으로 처벌받는다는건 과장이햐 야들아 그냥 그만큼 걔가 날 징그러워할까봐 걱정된다는 의미긩 나 그럿게 구질구질 매달리지안아 뒤에서 이럴뿐이여
6260,2021-11-29,uari1111,스토킹 살해 김병찬 취재진 질문에 열 차례 죄송하다 전 여자친구를 스토킹 끝에 살해한 김병찬 35 이 검찰에 넘겨졌다. 경찰은 29일 오전 8시 김 씨를 특정범죄 가중처벌 등에 관한 법률 상 보복살인 및 보복협박 스토킹범죄법 위반 . 시사뉴스 최신뉴스 빠른뉴스
8229,2021-11-29,sbs2731,스토킹 처벌법 관련 타래 보다 성까지 같은 동명이인 국회의원 나오길래 깜짝 놀랐네
8228,2021-11-30,mattang_712,스토킹도 존나 이해안됨 처벌 존나 쎄게 내려주던가 그것도 아니고...
8224,2021-12-01,spacemakerklab,본인들이 처리를 안하는데 소음을 유발하려고하고 혼자있으면 그러지도 못함 1706호가 스토킹할수 있는 유일한 시간은 가족들이 함께있을때 그외도 마찬가지 무조건 사진을 올려야되는게 아니에요 저희집 사정이죠 정신과에 가시거나 사찰 처벌받으셔야됩니다 이것도 안하고 저것도 안하고 . 1465940902493388805 1
8225,2021-12-01,stoprape,뛴다 토론회 후기 젠더폭력으로서의 스토킹 이제는 처벌 가능해야 한다 . . 1187
8226,2021-12-01,hnkimma,더불어 민주당은 종전 의 나쁜 인권모독 형 스토킹 범죄유형행위들에대해 전면 중단 하고 부당한 지시들은 차단 거부하라 지금도 실시간 등 감시추적 후 미리대기시킨 광대들동원 조잡한 행동들을 지역구단위 행동 책임자 별의 단속및 자체 처벌및 신고조치로 선거에 악영향이없도록 하세요. . 1465911021961285635 1
8227,2021-12-01,jwh9211,조선때만해도 무고죄 관련법이 굉장히 발달해 있어서 애꿏은 사람한테 누명씌우다 걸리면 씌운죄를 그대로 돌려받았다. 무슨 법이 조선시대만도 못하냐 남녀노소 불문 성범죄 피해는 누구에게든 일어날 수 있는 일이고 스토킹 방지법 성별불문 성폭력 처벌 무고죄 강화 다해야 억울한일이 없을것이다.
6680,2021-12-01,rbK21rspgh,21 12 01 반대 24. 2113395 스토킹범죄의 처벌 등에 관한 법안 국힘 김미애등10인 스토킹범죄의 피해자 신고인에 대한 보호 . . . . 2 1 1 1 1 5 0 9 1 2 0 2 0 4 0 반대한다. 법만 자꾸 만들면 뭐하나
8223,2021-12-01,spacemakerklab,본인들이 처리를 안하는데 소음을 유발하려고하고 혼자있으면 그러지도 못함 1706호가 스토킹할수 있는 유일한 시간은 가족들이 함께있을때 그외도 마찬가지 무조건 사진을 올려야되는게 아니에요 저희집 사정이죠 정신과에 가시거나 사찰 처벌받으셔야됩니다 이것도 안하고 저것도 안하고 . 1465940966364246016 1
8221,2021-12-02,ganghwa_kickdol,연예 곽진영 4년 스토킹 의혹 남성 검에 구속기소 강력할 처벌받길 .
8220,2021-12-02,technobiggod,롤링이 인종차별주의자에 가정폭력범 옹호자 이자 트랜스젠더 혐오자임에도 여성이라는 점은 여전히 약자성으로 작용하겠죠. 근데 스토킹에 대한 문제의식을 공유하고 처벌 강화를 이끌어내는 것과 과 인종차별에 대항하는 것은 동시에 이루어질 수 있는 것인데요 극단주의자들은 왜 늘 양자택일이지
8222,2021-12-02,euikk,스토킹 처벌이 강화됐으니 혹시 저 대상이 본인이라고 생각하시면 신고하세요.
6679,2021-12-03,kim_BBakh,이런거는 공론화로 안올렸으면 좋겠습니다 따라다니면서 괴롭힌다 죽인다 는 발언 및 성희롱조의 발언은 사이버 스토킹 즉 범죄 행위에 해당되는 내용이니까요. 최근 스토킹 법의 통과 및 일련의 사건에 의해 해당 범죄에 대한 인식 및 처벌에 강경한 상황에 바로 그냥 관할 경찰서로 가세요
8219,2021-12-03,brm2023,경찰대 남교수들 정신차려라. 문재인의 개 노릇에 얼마나 충실하면 크리스탈 리 교수를 스토킹 처벌법 관련 행사에서 내침 그것도 경찰대 측에서 간접적으로 압박주다가 크리스탈 교수가 자발적으로 행사 참여를 취소하도록 유도한 음침함까지 내비침. 끔찍하다.
8218,2021-12-04,with_yook,미친놈들 제발 스토킹 관련 처벌 법안 좀 강화됐으면 좋겠다
8217,2021-12-04,seulfumi,아니면 주장하시는 그 극악무도한 스토킹 범죄 처벌 가능성이라도 물어보셨다고 하지 그러셨어요... 후원금 의혹 때문에 안절부절한 거 티나잖아요.
6259,2021-12-04,ghkrkaksma,정치중립적인 피해호소인 갖고서 개지랄들을 떨어서 서울 시장 후보 박영선 캠프에 들어갔던 여성의원들 머리채 잡는 바람에 사퇴하게 만들었지만 그 남인순은 올해 드디어 스토킹 처벌법 을 통과 시켰으며 이재명 캠프는 스토킹 처벌법 반의사불벌죄 폐지를 내놨는데 느그 수정이는
6037,2021-12-06,equality_Dobong,얼마 남지 않았어요 어서 서두르세요 2021 세계여성폭력추방주간 특강 스토킹 사랑이 아닌 폭력의 문제로 신청 . 8 9 주요 내용 스토킹 범죄에 대한 이해 스토킹 처벌법 제정 배경 여성폭력 관련 법 제정 의미와 한계 스토킹 스토킹처벌법 . 1467653127168217089 1
6257,2021-12-06,aeravera,자칭 봇입니다 라디오 104.5 반디앱 지금 밤10시까지 도진기의 오천만의 변호인 개구리 주차 슬기로운 젠더 생활 김재희 변호사 김병찬 사건 스토킹 범죄 왜 근절되지 않을까 스토킹 범죄와 스토킹 처벌법 재방송합니다. 진행 도진기 변호사 . . . 본방 오전10시
6258,2021-12-06,aeravera,라디오 104.5 반디앱 오늘밤 9시 10시 오천만의 변호인 개구리주차 얌체주차 슬기로운 젠더 생활 김재희 변호사 김병찬 사건 스토킹 범죄 왜 근절되지않을까 스토킹 범죄와 스토킹 처벌법 . . . 23 10114795 30000060875 101 재방송합니다.진행 도진기 변호사.본방 오전10시 5 . . . 135281
6678,2021-12-10,qiKi2nuTRU4brTP,이수정 원희룡 이재명 스토킹 살인 변호 비판 저도 이재명 후보 인성과 말바꾸는 모습은 극혐이지만 이수정 교수가 윤석열후보 선대위에 조인한 이상 꼼꼼하고 쓸만한 스토킹 범죄 디지털 성범죄 예방및 처벌 정책을 기대했더니 역시나 교수님도 또 선거판에 정치적 목적의 도구로 쓰이는군요.
6677,2021-12-10,ibagua_k,에는 페미니즘 싫어했었는데 제 과거의 모습을 여러분에게서 보았고 저도 그 마음 이해해서 겉으로 표현은 못 했지만 반가웠습니다 그럴수도있죠 나도그랬으니까 페미니스트 스토킹파트너폭력 젠더폭력근절 성차별채용 아동성적대상화저작물강력처벌 군대성폭행강력처벌 . 1469181913097469956 1 . 1469181913097469956 1
8216,2021-12-10,LanLan_2022,안철수 국민의당 대선 후보 청년 공약5호 아이 키우기 좋은 나라 여성이 안전한 나라 한국형 전일제 교육시스템 도입 출산 보육 국가책임제 성범죄 스토킹 범죄 처벌 강화 디지털 성착취물 유포 플랫폼 책임 강화 . . . 79 222578449512 . 2021 1469260317918392320 1 . 2021 1469260317918392320 1 . 2021 1469260317918392320 1 . 2021 1469260317918392320 1
8215,2021-12-11,LIFE_CORD,14 일사에프 22년 만에 시행한 스토킹 처벌법 정작 피해자는 법 생긴 후 더 심각해졌다 왜 14 . 9 언론사 인사이트 트렌드
8212,2021-12-12,worrynet,아. 말을 명확히 해야지. 여성 대상 스토킹과 살해를 하는 남성의 증가하는 것. 그것은 새로운 현상이 아니라 계속 저질러왔지만 남성우월주의 사회가 묵인하고 오락으로 즐겨 왔던 범죄. 그것이 이제서야 조금씩 범죄로 인식이 되고 법적 처벌이 미약하나마 시작된 것이다.
8214,2021-12-12,Hot_News19,신변보호 전 여자친구 어머니 살해...스토킹 처벌법 실효성 있나 실시간 뉴스 사건사고 . .
8213,2021-12-12,worrynet,성범죄자를 이렇게 미화한다. 여성 스토킹 및 살해범은 증가하느 새로운 현상이 아니라 단지 이제서야 범죄로 인식이 되어 드러나고 조금씩 법적 처벌을 받는 것 뿐이다. . 1468016240308670468
8211,2021-12-12,amen061,전 연인 찾아가고 가게 주인 성희롱 처벌법 안중에 없는 스토킹 연합뉴스 자세한내용은 . . 39824190
8210,2021-12-12,EIleNGDEP9utmHZ,스토킹 처벌법 제정내용 및 시행일 알아보기 10193. . 8 4 86 0 82 9 2 98 2 8 2 95
8207,2021-12-13,giano_23,스토킹 처벌 엄해지자 신고 늘었다 다음 뉴스 . . . 20211213204505883
6676,2021-12-13,nocutnews,창원중부경찰서는 스토킹 처벌법 위반 혐의로 30대 씨를 불구속 입건한 뒤 유치장에 가두고 조사 중이라고 13일 밝혔다. 스토킹 유치장 잠정조치4호 . . . 5672413
8208,2021-12-13,kimyeonkyung83,리사랜달이 포컬 포인트로 성적인 의도 날려대는 것도 사이버 성희롱범죄 사이버 스토킹 범죄로 형사처벌내역에 추가해주시기를 바랍니다.
8209,2021-12-13,yangandmal,엥 스토킹 범죄 처벌이 예전에는 벌금 8만원이 다 였다는게 말이 돼.. 예전 올해 10월..
8206,2021-12-14,yonhaptv23,접근금지 위반 형사처벌 스토킹 범죄 대응 강화 논의 . 3 1
8205,2021-12-14,ook_hee_,신변보호를 요청한 피해자라도 죽음이 끝이러면 어떻게 보호받아야 하나. 스토킹 처벌 강력하게 해주십시오.
8204,2021-12-15,AneHa96053024,다행이 내가 경호원이 된게 다행이라고 생각 남녀구분없이 스토킹은 누구나 당할수 있으며 스토커를 처벌할수 있는 법은 대한민국에 없고 경찰들은 일처리하기 귀찮아 함 그리고 스토커를 잡았다보 할지언정 처벌이 너무 약하기 때문 그러니 상대방에게 호신술을 전파하고 대처법을 알려줄수 있으니 . 96053024 1470779237703766020 1
8202,2021-12-15,52yangchi,스토킹 처벌 제발 2022년에는 법 바꿔보자
8203,2021-12-15,_DigitalTimes,스토킹 처벌에 피해 여성 흉기로 협박한 40대 파출소에 인분까지 투척 . . . . 2021121502109919607001
8200,2021-12-16,uccaenb_t,스토킹은 살인예비죄로 처벌이 가능한 큰범죄랍니다
8199,2021-12-16,min_niface,요즘은 스토킹 법이 개정돼서 연인사이가 아니라도 법적처벌할수잇대
8198,2021-12-16,P1tApatO1,공주 요즘 스토킹 처벌 되는데 신고는
8201,2021-12-16,Ha0117Sang,무럭무럭 개맥이 외부로 민간사찰 스토킹 다년간 쳐맥이는 범죄자새끼 처벌 저지 절대 시러여. 역도를 검색해서인지 고구마 나눔한 친구가 구두로 이야기한걸 불었는지. 노래방 신바람 또다시 시작이네.. 범죄타고 돌림노래니 . 0117 1471155831320498180 1 . 0117 1471155831320498180 1
6256,2021-12-17,limyong1977,내 현재 위치는 또 강서로 5 길 50 6 층 화곡동 강서구 서울 한국에 있는 곰달래 문화 복지 센터 내에 있는 곰달래 도서관이다. 나를 스토킹을 하는 것을 그만한고 꺼져라. 스토킹 처벌법 감옥 징역 5 년에 벌금 5 천만워니다. 스토킹을 하지도 스토커를 보내지도 마라. . 1977 1471786734447120384 1
8197,2021-12-17,yalari_yala_,앗그리고 저 케이스에서 제일 빡쳤던 건 처벌이 안된다는 거였음 전화 문자 슨스 등등 다 연락오고 학교지인 통해서 연락오고 그러는데도 아무것도 못 제지한대 집안에 경찰간부가 있는데 빽도 뭣도 못 써준다고 그냥 피하래... 그래서 이제라도 스토킹처벌법 생겨서 다행이라고 생각함
